stop_name,stop_lat,stop_lon,wheelchair_accessible,bikes_allowed,is_express,stop_id
13200 Metric/Chasewood,30.421944,-97.683043,1,1,False,4821
2015 William Cannon/Elm Creek,30.187471,-97.762532,1,1,False,4348
Stassney NB Rapid,30.205395,-97.774493,1,1,True,6525
2370 Rosewood/Hargrave,30.271236,-97.710649,1,1,False,638
Rutland Rapid Station (NB),30.379497,-97.724857,1,1,False,4757
Easton Park NB (McKinney Falls/William Cannon),30.161429,-97.726837,1,1,True,6530
400 S 1st/Riverside,30.259308,-97.749759,1,1,False,1655
2300 Wickersham/Cromwell,30.227534,-97.721731,1,1,False,1024
Gilwell/Thome Valley,30.174468,-97.613185,1,1,False,5988
West Gate/Cherry Creek NW Corner,30.219202,-97.807111,1,1,False,2340
918 45th/Lamar,30.313397,-97.737245,1,1,False,1057
7200 Wood Hollow/Greystone,30.35517,-97.75214,1,1,False,1920
Woodrow/Romeria,30.333637,-97.730682,1,1,False,967
1805 Riverside/Parker,30.242658,-97.729061,1,1,False,5554
Stassney/Birch Creek,30.191363,-97.734842,1,1,False,5289
500 S 1ST/BARTON SPRINGS,30.258081,-97.750396,1,1,False,1656
7700 Northcrest/Anderson,30.34336,-97.705878,1,1,False,1153
Trinity/12th,30.272709,-97.73715,1,1,False,864
Ann Richards School,30.23581,-97.789879,1,1,False,4234
311 Chicon/4th,30.259493,-97.723477,1,1,False,2055
4412 Blue Meadow/Deep Circle,30.179722,-97.758433,1,1,False,2507
1801 38th Half/Brookview,30.29042,-97.710641,1,1,False,6286
4401 S 1st/St Elmo,30.220937,-97.772909,1,1,False,1549
Wood Hollow/Far West NW Corner,30.3536,-97.75311,1,1,False,1921
Convict Hill/Latta/Brush Country,30.216888,-97.846068,1,1,False,3887
2300 Martin Luther King/Chestnut,30.280549,-97.717136,1,1,False,910
12416 Lamar/Parmer,30.406533,-97.678591,1,1,False,5271
7th Street NB (Pleasant Valley/7th),30.25986,-97.709481,1,1,False,1369
Braker/Burnet SW Corner,30.391127,-97.722228,1,1,False,3020
2440 Wickersham/Oltorf,30.226083,-97.723784,1,1,False,1025
Westgate Transit Center - C,30.231153,-97.791129,1,1,False,6375
South Congress Bay I,30.223212,-97.766137,1,1,False,5551
Rundberg/Aberdeen,30.35278,-97.679102,1,1,False,3145
1115 45th/Bellvue,30.314472,-97.739517,1,1,False,6310
5104 5th/Shady,30.252159,-97.698091,1,1,False,6413
5900 Woodrow/Koenig,30.331024,-97.7316,1,1,False,968
5th/Guadalupe (Republic Square),30.268054,-97.74679,1,1,True,2112
Springdale Center SB (Manor/Susquehanna),30.31337,-97.665007,1,1,True,6494
5200 Stassney/Nuckols,30.193201,-97.738673,1,1,False,5831
614 South 1st/Barton Springs,30.256619,-97.751224,1,1,False,1657
Airport/55Th,30.316768,-97.713923,1,1,False,5372
Riverside/Burton,30.240341,-97.727308,1,1,False,1002
2418 Blue Meadow/Bitteroot,30.1804,-97.761152,1,1,False,2508
2200 Martin Luther King/Coleto,30.280356,-97.718217,1,1,False,5492
6010 West Gate/Cherry Creek,30.216907,-97.811046,1,1,False,2341
Rosewood/Chestnut,30.270419,-97.715,1,1,False,3728
10099 Burnet/Mc Hale,30.385221,-97.723575,1,1,False,6427
1599 Slaughter/Orchard Ridge,30.153115,-97.769361,1,1,False,6329
2300 Panther/Lamar,30.238522,-97.789058,1,1,False,4216
Oak Springs SB (Oak Springs/Airport),30.27361,-97.69835,1,1,True,634
4217 S 1st/Radam,30.223688,-97.771174,1,1,False,1550
4404 Oltorf/Huntwick,30.226807,-97.726139,1,1,False,5788
12904 Thome Valley/Alomar,30.172998,-97.617421,1,1,False,5987
1602 38th Half/Maplewood,30.29213,-97.71425,1,1,False,2071
6714 Wood Hollow/Far West,30.35077,-97.75486,1,1,False,1922
Airport/53rd,30.314086,-97.715128,1,1,False,5415
5626 Woodrow/Theckla,30.328866,-97.732957,1,1,False,969
10401 Burnet/Bright Verde,30.387908,-97.723039,1,1,False,6457
1194 Rundberg/Teasdale,30.353997,-97.68111,1,1,False,1141
302 Montopolis/Del Monte,30.242008,-97.692486,1,1,False,3304
1900 Martin Luther King/Chicon,30.279877,-97.721101,1,1,False,911
4604 Stassney/Pleasant Valley,30.194088,-97.744476,1,1,False,5828
613 Chicon/7th,30.262274,-97.722189,1,1,False,2056
North Lamar Bay 3,30.350066,-97.712111,1,1,False,5227
Burnet/45th,30.31602,-97.741032,1,1,False,814
Lamar Square Station (NB),30.254034,-97.762592,1,1,True,777
2114 Blue Meadow/Blue Dawn,30.18173,-97.764323,1,1,False,4354
6063 US 290/Old Fredericksburg,30.234925,-97.85363,1,1,False,5585
6110 West Gate/Luton,30.215531,-97.813866,1,1,False,4427
303 7th/San Jacinto,30.268158,-97.739822,1,1,False,6370
2600 Heatherwilde/Wild Senna,30.422266,-97.659205,1,1,False,5771
Oltorf East SB (Oltorf/Pleasant Valley),30.227843,-97.728279,1,1,False,1356
Lamar/Walnut Creek Park,30.398789,-97.679545,1,1,False,5346
38th Half/Lafayette,30.29299,-97.71598,1,1,False,4738
2522 Stassney/Chaparral,30.193919,-97.747016,1,1,False,1223
807 Chicon (Huston-Tillotson),30.263956,-97.721408,1,1,False,2057
Burnet/47th,30.317748,-97.740022,1,1,False,4202
University Hills SB (Manor/Northeast),30.3085,-97.671213,1,1,True,1622
10403 Burnet/Bright Verde,30.388634,-97.72256,1,1,False,6456
7704 Copano/Copperas,30.213341,-97.850551,1,1,False,3212
5012 Airport/51st,30.311595,-97.715502,1,1,False,5684
Crestland/Meadowview,30.339681,-97.711761,1,1,False,1156
Broken Spoke Station (NB),30.240739,-97.78607,1,1,False,6357
North Hills/Valleyside SE Corner,30.34881,-97.75377,1,1,False,1923
1724 Burton/Woodland,30.236152,-97.728459,1,1,False,1190
12622 Metric/Scofield,30.415168,-97.688677,1,1,False,4824
5500 Woodrow/Houston,30.326461,-97.734505,1,1,False,970
4522 Riverside/Wickersham,30.232684,-97.720706,1,1,False,6367
Montopolis/Walker,30.238732,-97.694736,1,1,False,3306
2400 Oltorf/Pleasant Valley,30.228981,-97.729647,1,1,False,2238
3837 S 1st/Ben White,30.22722,-97.768914,1,1,False,1553
Rosewood/Chicon,30.269698,-97.719604,1,1,False,4172
6402 West Gate/Dillion Hill,30.21316,-97.81507,1,1,False,2342
Chicon/College Row,30.265511,-97.720676,1,1,False,2058
Medical School NB (Trinity/17th),30.27751,-97.735397,1,1,False,866
7414 Guadalupe/Crestland,30.339901,-97.713146,1,1,False,1157
1204 38th Half/Hollywood,30.294262,-97.718216,1,1,False,4737
2408 Stassney/Palo Blanco,30.193714,-97.750685,1,1,False,1224
1498 Martin Luther King/Comal,30.279075,-97.725602,1,1,False,913
7814 Copano/Sarasota,30.210949,-97.84958,1,1,False,3213
1900 Blue Meadow/Bluff Springs,30.183658,-97.768765,1,1,False,2511
Brush Square NB (Trinity/4th),30.26565,-97.739798,1,1,True,6503
511 7th/Red River,30.267462,-97.737166,1,1,False,928
2030 Oltorf/Willow Creek,30.23021,-97.731749,1,1,False,1358
Braker/Burnet Stadium Rapid NW Corner (SB),30.391483,-97.722548,1,1,False,4682
702 Montopolis/Ponca,30.237009,-97.695757,1,1,False,5749
Rosewood/Leona,30.269427,-97.72125,1,1,False,4170
12100 Lamar/Oakbrook,30.393252,-97.681428,1,1,False,5347
1971 Riverside /Pleasant Valley (WB),30.234531,-97.723244,1,1,False,6442
928 Rundberg/North Plaza,30.35617,-97.684436,1,1,False,6418
5300 Woodrow/North Loop,30.324296,-97.735849,1,1,False,971
West Gate/Deaton Hill NW Corner,30.210896,-97.814594,1,1,False,2343
3715 1st/South Center,30.229637,-97.76737,1,1,False,1554
St Elmo Station (NB),30.217776,-97.766955,1,1,True,6355
1143 49th/Grover,30.318547,-97.736463,1,1,False,974
1408 S 1st/Elizabeth,30.250218,-97.754974,1,1,False,1659
1920 Burton/Mariposa,30.233861,-97.731812,1,1,False,1191
Chicon/Hamilton,30.267474,-97.719768,1,1,False,2059
821 Airport/Glissman,30.256542,-97.69284,1,1,False,3259
900 Montopolis/Felix,30.235454,-97.696831,1,1,False,3308
4403 Eskew/Copano,30.209294,-97.848453,1,1,False,3214
729 Slaughter/E Slaughter To Brandt,30.160628,-97.776726,1,1,False,6326
12430 Metric/Parmer,30.412277,-97.691362,1,1,False,5442
4815 William Cannon/Meadow Lake,30.180908,-97.750494,1,1,False,4948
Barton Springs Station (NB),30.261634,-97.758053,1,1,True,781
7106 Guadalupe/St Johns,30.337324,-97.714833,1,1,False,1158
Anderson/Watson,30.349206,-97.716025,1,1,False,3278
2801 Lamar/Menchaca,30.244014,-97.781577,1,1,False,2374
Stassney/Spoke,30.193534,-97.75552,1,1,False,2489
4600 Airport/46th,30.305103,-97.716029,1,1,False,3290
5200 Woodrow/North,30.322571,-97.736955,1,1,False,972
12321 Pearce/Las Alas,30.171771,-97.627919,1,1,False,5985
1422 Rosewood/Angelina,30.268978,-97.724138,1,1,False,3730
Braker/IBM,30.392667,-97.725958,1,1,False,3014
6808 West Gate/William Cannon,30.208321,-97.814818,1,1,False,2344
838 Rundberg/Middle Fiskville,30.357437,-97.686345,1,1,False,1143
4800 Sunshine (Criss Cole Rehab),30.317273,-97.735369,1,1,False,4521
3361 S 1st/Lightsey,30.232198,-97.765807,1,1,False,1556
8th Street NB (Trinity/8th),30.269216,-97.738446,1,1,True,6315
Guadalupe/Swanee,30.335705,-97.715903,1,1,False,1159
Eskew/Mauai,30.207733,-97.846601,1,1,False,3215
ACC Eastview SB (Webberville/Govalle),30.267713,-97.707739,1,1,True,6488
South 1st/Ben White,30.22712,-97.769607,1,1,False,2175
Anderson/Gault,30.350302,-97.718359,1,1,False,4580
Manor at Rogge SB (Manor/Rogge),30.304383,-97.681613,1,1,True,1627
2006 Stassney/Ponciana,30.194942,-97.757865,1,1,False,2490
1720 S 1st/Annie,30.247569,-97.755862,1,1,False,1661
Riverside/Willow Creek,30.238065,-97.725635,1,1,False,1030
1143a Chicon/Cornell,30.269044,-97.719058,1,1,False,2060
2200 Burton/Oltorf,30.231271,-97.733733,1,1,False,3535
Airport/Shady,30.259748,-97.693656,1,1,False,4581
2639 Lamar/Dickson,30.245377,-97.779693,1,1,False,771
515 Slaughter/Narrow Glen,30.164163,-97.778484,1,1,False,6324
6058 Hogan/Community,30.235994,-97.7003,1,1,False,6454
6900 West Gate/William Cannon,30.206749,-97.815837,1,1,False,4430
813 38th Half/Red River,30.296535,-97.723448,1,1,False,6281
Onion Creek NB (William Cannon/Pleasant Valley),30.179559,-97.746488,1,1,True,6510
2310 Parker/Oltorf,30.231874,-97.737285,1,1,False,1193
1155 Chicon/Rosewood,30.270126,-97.719064,1,1,False,2061
Metric/Lamplight,30.410866,-97.695393,1,1,False,3041
5638 290 Hwy/Westcreek,30.235954,-97.84556,1,1,False,6396
Balcones/Hart,30.342397,-97.754052,1,1,False,5421
6625 Bluff Springs/William Cannon,30.187849,-97.767957,1,1,False,5704
Sunshine Station (SB),30.315713,-97.736377,1,1,False,5877
7th/San Marcos,30.265971,-97.732268,1,1,False,929
500 Martin Luther King/Red River,30.279307,-97.73295,1,1,False,2761
Anderson/Lazy,30.351463,-97.720782,1,1,False,3279
Chicon/Pennsylvania,30.27166,-97.719385,1,1,False,2062
3911 Eskew/Tree House,30.205755,-97.843159,1,1,False,3216
714 6th/West,30.270316,-97.75049,1,1,False,5499
3001 S 1st/Powell,30.235094,-97.763975,1,1,False,1557
400 Martin Luther King/Trinity,30.279666,-97.734311,1,1,False,4586
1200 11th/Lydia,30.268704,-97.727634,1,1,False,3731
2504 Parker/Braxton,30.229929,-97.738557,1,1,False,1194
Koenig/Guadalupe,30.323545,-97.723626,1,1,False,4513
Capitol/Waterloo NB (Trinity/12th),30.272682,-97.737179,1,1,True,6500
1706 Stassney/IH 35,30.197437,-97.761644,1,1,False,2491
Rundberg at IH 35,30.358909,-97.689299,1,1,False,5612
12166 Metric/Cedar Bend,30.407779,-97.697279,1,1,False,2567
1215 51st/Grover,30.320538,-97.735873,1,1,False,973
1197 Chicon/12th,30.273559,-97.719788,1,1,False,2063
11300 Lamar/Braker,30.382734,-97.686052,1,1,False,4696
Tech Ridge Bay E,30.418565,-97.669112,1,1,False,5301
South Congress Bay B,30.222917,-97.766932,1,1,False,5544
4328 Airport/Crestwood,30.299909,-97.712142,1,1,False,3291
Lakeline Station Bay H,30.480562,-97.786668,1,1,False,5229
South Congress Station Bay J,30.222941,-97.76628,1,1,True,5552
Northcross Station (SB),30.354217,-97.732117,1,1,True,5849
3709 Eskew/Croftwood,30.204892,-97.840165,1,1,False,3217
1700 Anderson/Wooten Park,30.35279,-97.72362,1,1,False,1078
5758 Balcones/Hart,30.339599,-97.755793,1,1,False,1925
2001 S 1st/Live Oak,30.244384,-97.757865,1,1,False,1662
Braker Station (SB),30.382313,-97.686338,1,1,False,6528
7408 West Gate/Grennock,30.201795,-97.81873,1,1,False,5478
909 45th/Lamar,30.31298,-97.736887,1,1,False,977
51st/Manor SB (Manor/51st),30.298358,-97.687017,1,1,True,1631
149 Slaughter/35,30.167111,-97.783798,1,1,False,6321
2031 San Jacinto/21st,30.283104,-97.73391,1,1,False,1253
2701 S 1st/Cumberland,30.238061,-97.762106,1,1,False,1558
2718 Parker/Royal Hill,30.227504,-97.740505,1,1,False,1195
1123 Airport/Springdale,30.26537,-97.69532,1,1,False,3260
2201 Lamar/Kinney,30.247279,-97.774278,1,1,False,773
112 Martin Luther King Jr/Congress,30.280545,-97.737318,1,1,False,5992
3508 Eskew/Leafield,30.203863,-97.838309,1,1,False,5594
1225 7th/Attayac,30.264972,-97.729337,1,1,False,6461
5411 290 Hwy/Monterey Oaks,30.236059,-97.838517,1,1,False,6317
842 6th/Wood,30.270962,-97.752215,1,1,False,1970
Anderson/Mullen,30.35401,-97.72622,1,1,False,1080
4300 Airport/Wilshire,30.297973,-97.709321,1,1,False,5796
904 11th/Branch,30.269995,-97.731193,1,1,False,5496
812 Stassney/IH 35,30.20039,-97.766394,1,1,False,4362
31st Street Station (SB),30.298051,-97.741261,1,1,True,5357
2529 S 1st/Herndon,30.239949,-97.760859,1,1,False,1559
Balcones/Northland,30.33696,-97.75756,1,1,False,4650
820 Koenig/Lamar,30.326578,-97.726875,1,1,False,4509
7th Street SB (Pleasant Valley/7th),30.259748,-97.709736,1,1,True,1349
Chinatown Station (SB),30.380367,-97.687401,1,1,False,5857
7700 West Gate/Goldbridge,30.199404,-97.822116,1,1,False,2349
413 38th/Duval,30.298718,-97.729583,1,1,False,6279
2324 S 1st/Oltorf,30.242264,-97.759614,1,1,False,1663
1228 Ben White/Banister,30.228181,-97.778886,1,1,False,2176
Chicon/17th,30.2777,-97.72068,1,1,False,2065
412 William Cannon/North Bluff,30.191773,-97.774139,1,1,False,555
Village Square NB (Pleasant Valley/Village Square),30.188891,-97.74529,1,1,True,1220
2114 Anderson/Hardy,30.354997,-97.728269,1,1,False,3281
132 Slaughter/Congress,30.167294,-97.789084,1,1,False,6327
12026 Metric/Bittern,30.403297,-97.700246,1,1,False,5614
Oltorf West Station (NB),30.248024,-97.771014,1,1,False,2260
3004 Parker/Timber Ridge,30.224895,-97.742138,1,1,False,4325
507 45th/Guadalupe,30.310607,-97.732618,1,1,False,978
Medical School NB (Trinity/17th),30.27751,-97.735397,1,1,True,866
UT Stadium NB (San Jacinto/23rd),30.28555,-97.733531,1,1,False,3491
5328 290 Hwy/290,30.236071,-97.835177,1,1,False,6446
Oak Springs NB (Airport/Oak Springs),30.27388,-97.697907,1,1,False,3262
1817 Chicon/Martin Luther King,30.279657,-97.721116,1,1,False,2066
601 Lamar/6th,30.27219,-97.753539,1,1,False,5424
7613 Brodie/Harpers Ferry,30.206736,-97.834965,1,1,False,3220
2401 S 1st/Oltorf,30.24193,-97.759656,1,1,False,1560
8004 West Gate/Ranch,30.198861,-97.82689,1,1,False,5994
Stassney/Mira,30.202351,-97.770825,1,1,False,4364
2522 S 1st/Herndon,30.239928,-97.761138,1,1,False,1664
105 Highland Mall/Jonathan,30.328491,-97.713603,1,1,False,1160
110 William Cannon/Circle S,30.192971,-97.777955,1,1,False,556
301 45th/Avenue C,30.309535,-97.730392,1,1,False,979
1601 7th/Comal,30.263763,-97.725888,1,1,False,5610
400 Rundberg/Slayton,30.361759,-97.694423,1,1,False,3147
Dove Springs NB (Pleasant Valley/Stassney),30.193732,-97.744558,1,1,True,1222
3313 Hancock/Balcones,30.332659,-97.7597,1,1,False,1927
ACC Northridge,30.400818,-97.703014,1,1,False,2751
Seaholm Station (NB),30.265454,-97.752098,1,1,True,5498
608 11th/Red River,30.271094,-97.734976,1,1,False,6382
2103 Chicon/21st,30.28212,-97.721643,1,1,False,2067
4001 Airport/Antone,30.291604,-97.707379,1,1,False,6531
Northcross Station (SB),30.354217,-97.732117,1,1,False,5849
104 38th/Speedway,30.300733,-97.733816,1,1,False,6277
Capitol Station (NB),30.275587,-97.742558,1,1,False,591
3300 Parker/Timber Ridge,30.22216,-97.742228,1,1,False,4323
8204 West Gate/Linnet,30.196581,-97.829043,1,1,False,5473
Ben White/Clawson,30.228725,-97.783791,1,1,False,2177
10001 Stonelake/Capital of Texas,30.391198,-97.739283,1,1,False,5916
Guadalupe/16th Street,30.278962,-97.742708,1,1,False,501
200 William Cannon/Starstreak,30.193894,-97.780466,1,1,False,3169
Hancock/Valley Oak,30.331464,-97.75715,1,1,False,1928
1215 Airport/12th,30.277589,-97.700657,1,1,False,5567
201 45th/Avenue F,30.308071,-97.727271,1,1,False,5979
Cesar Chavez SB (Pleasant Valley/Cesar Chavez),30.25282,-97.713,1,1,True,6516
Stassney/Westgate,30.218687,-97.805931,1,1,False,4223
2201 S 1st/Live Oak,30.244369,-97.757657,1,1,False,1561
Metric/Gracy Farms,30.397885,-97.704866,1,1,False,5356
118 Stassney/Congress,30.205173,-97.7751,1,1,False,4275
1005 Lamar/10th,30.275304,-97.752067,1,1,False,5995
2525 San Jacinto/Dean Keeton,30.288776,-97.734397,1,1,False,1256
Chicon/East 7th,30.262511,-97.722327,1,1,False,934
5107 290 Hwy/Staggerbrush,30.235685,-97.828488,1,1,False,6318
7201 Brodie/Convict Hill,30.211188,-97.831853,1,1,False,3221
Dean Keeton/Lafayette,30.284125,-97.721478,1,1,False,4186
3001 S 1st/Powell,30.235098,-97.764161,1,1,False,1666
1117 Lamar/12th,30.276741,-97.751339,1,1,False,4089
West Gate/Piney Creek,30.193687,-97.831489,1,1,False,5924
UT Dean Keeton Station (SB),30.291085,-97.741379,1,1,True,5863
Lavaca/15th,30.277383,-97.741894,1,1,False,593
1181 Airport/Oak Springs,30.27541,-97.698904,1,1,False,5568
10503 Lamar/Meadows,30.374311,-97.690809,1,1,False,5555
525 Ben White/Terry O,30.219246,-97.757736,1,1,False,5711
Woodward/Parker SW Corner,30.219261,-97.743912,1,1,False,2169
2313 Stassney/Fernview,30.21814,-97.80326,1,1,False,3109
3822 Airport/38th Half,30.288136,-97.707262,1,1,False,3293
Hancock/West Frances Place,30.329566,-97.753292,1,1,False,1929
William Cannon/Sunstrip,30.19479,-97.78349,1,1,False,3170
507 45th/Duval,30.306867,-97.724157,1,1,False,4919
2701 Walsh Tarlton/Capital of Texas,30.258478,-97.811286,1,1,False,4494
Lakeline/North Lake Creek,30.480141,-97.797375,1,1,False,5413
11510 Metric/Stonehollow,30.39488,-97.706822,1,1,False,2568
1609 Lavaca/17th (Midblock),30.278834,-97.741358,1,1,False,5940
Rio Grande/15th,30.278966,-97.746339,1,1,False,243
8800 West Gate/Davis,30.191273,-97.833432,1,1,False,5837
832 Rundberg/Lamar,30.363939,-97.698486,1,1,False,3148
3421 William Cannon/Brodie,30.213229,-97.829481,1,1,False,3223
5309 Menchaca/Fair Oaks,30.219059,-97.794998,1,1,False,758
10050 Great Hills/Research,30.393703,-97.743884,1,1,False,3016
1835 Airport/Martin Luther King,30.282339,-97.703722,1,1,False,3266
3310 S 1st/Cardinal,30.232131,-97.766035,1,1,False,1667
Stassney/Hummingbird,30.207126,-97.77859,1,1,False,3100
Woodward/Ben White NW Corner,30.217147,-97.744042,1,1,False,1199
Cherrywood/Manor,30.285131,-97.717815,1,1,False,4189
7th/Robert T Martinez Jr,30.261532,-97.718195,1,1,False,935
1801 S 1st/Annie,30.247241,-97.755836,1,1,False,1562
7719 Northcross/Foster,30.354986,-97.73617,1,1,False,5851
Duval/Bellevue,30.292127,-97.733917,1,1,False,1257
2204 Airport/Manor,30.285561,-97.706075,1,1,False,3295
2825 Hancock/Fresco,30.32806,-97.75024,1,1,False,1930
4316 Lamar/43rd,30.311348,-97.73919,1,1,False,4528
38th/Guadalupe,30.303402,-97.739012,1,1,False,5350
Franklin Park NB (Pleasant Valley/St Elmo),30.204087,-97.741937,1,1,True,6490
UT Stadium NB (San Jacinto/23rd),30.28555,-97.733531,1,1,True,3491
William Cannon/Bill Hughes,30.196488,-97.786118,1,1,False,4398
Rundberg/Mearns Meadow,30.364972,-97.700675,1,1,False,3149
Duval/32nd,30.293384,-97.733108,1,1,False,1258
Bull Creek/Hancock,30.327267,-97.749435,1,1,False,1931
1801 Lamar/Martin Luther King,30.283337,-97.751717,1,1,False,4156
11212 Metric/Braker,30.391795,-97.708785,1,1,False,2569
1900 Airport/Martin Luther King,30.282694,-97.704222,1,1,False,3296
West Gate/Cohoba,30.187372,-97.836128,1,1,False,5839
2201 Airport/Manor,30.28546,-97.705723,1,1,False,4191
2035 Stassney /Mencheca (Ns),30.216159,-97.799017,1,1,False,3110
US 290/Mopac (Walmart),30.233365,-97.82142,1,1,False,1750
Westgate Transit Center - E,30.231527,-97.791606,1,1,False,6377
9828 Great Hills/Research,30.394273,-97.748666,1,1,False,2726
Tech Ridge Bay G,30.418296,-97.668868,1,1,False,5281
UT West Mall Station (SB),30.286231,-97.741771,1,1,True,497
Republic Square Station (NB),30.266218,-97.746056,1,1,True,5868
Cherrywood/Edgewood,30.28781,-97.716078,1,1,False,2863
3207 William Cannon/Stagecoach,30.210944,-97.82455,1,1,False,3224
Masterson Station (SB),30.370933,-97.692733,1,1,False,5858
William Cannon/1st,30.197385,-97.788022,1,1,False,3172
915 45th/Red River,30.304397,-97.718869,1,1,False,4529
Ben White & SB I-35,30.215852,-97.752945,1,1,False,6444
1500 S 1st/Elizabeth,30.250218,-97.754785,1,1,False,4065
2425 7th/Pedernales,30.260851,-97.713904,1,1,False,936
720 Stassney/1st,30.208997,-97.782366,1,1,False,4277
Rosedale Station (SB),30.308074,-97.74137,1,1,False,4831
West 38th Station (NB),30.304699,-97.741778,1,1,False,5351
4748 Bull Creek/49th,30.324792,-97.750945,1,1,False,1932
3818 S 1st/Ben White,30.22738,-97.769059,1,1,False,1669
2020 Ben White/Menchaca,30.230638,-97.788524,1,1,False,4235
Duval/Harris,30.29591,-97.73149,1,1,False,1259
3101 William Cannon/Ranch,30.209995,-97.822172,1,1,False,4436
10201 Jollyville/Great Hills,30.395978,-97.749877,1,1,False,3804
818 Slaughter/Palace,30.174142,-97.806358,1,1,False,3766
1821 Stassney/Menchaca (FS),30.214594,-97.79633,1,1,False,4225
4700 Bull Creek/Perry,30.323211,-97.75192,1,1,False,1933
2621 7th/Calles,30.260533,-97.711831,1,1,False,937
Roy G Guerrero SB (Pleasant Valley/Lakeshore),30.2422,-97.717511,1,1,True,1353
2327 Lamar/24th,30.288405,-97.752709,1,1,False,4154
9999 Lakeline/N 183 Hwy SB,30.478246,-97.805568,1,1,False,6517
1130 Rundberg/Quail Wood,30.36657,-97.70404,1,1,False,3150
William Cannon/Cooper,30.198565,-97.790913,1,1,False,1685
4104 S 1st/Ben White,30.225333,-97.770328,1,1,False,1671
1400 Airport/14th Half,30.279033,-97.701939,1,1,False,3297
38th/Medical Pkwy,30.305686,-97.743879,1,1,False,809
3518 Bill Price/FM 973,30.1988,-97.642815,1,1,False,3324
Enfield/Pease,30.283102,-97.758934,1,1,False,1511
Ben White/Governors Row,30.215568,-97.748582,1,1,False,5259
1701 Stassney/Rose Hill,30.213644,-97.794264,1,1,False,3112
3706 Lamar/38th,30.304705,-97.743531,1,1,False,5978
1701 Walsh Tarlton/Thousand Oaks,30.266527,-97.806082,1,1,False,2183
2789 7th/Pleasant Valley,30.260049,-97.709665,1,1,False,938
Woodward/Ben White SW Corner,30.214641,-97.744698,1,1,False,4318
38th/Bailey,30.306256,-97.745209,1,1,False,2086
9800 Lamar/Longspur,30.367568,-97.694603,1,1,False,4542
1001 S 1st/Copeland,30.253611,-97.75294,1,1,False,1564
William Cannon/Deaton Hill,30.207901,-97.817777,1,1,False,4428
Elmont SB (Pleasant Valley/Elmont),30.240131,-97.718817,1,1,True,4283
10700 Metric/Donley,30.386819,-97.711534,1,1,False,5734
4120 IH 35/Clarkson,30.30045,-97.716779,1,1,False,2312
Rundberg/Parkfield,30.36768,-97.70662,1,1,False,2530
1026 Stassney/Emerald Forest,30.210778,-97.786836,1,1,False,3102
3717 Duval/38th,30.298515,-97.729831,1,1,False,1260
3719 Cherrywood/38th Half,30.29149,-97.71368,1,1,False,2864
William Cannon/Emerald Forest,30.199334,-97.793354,1,1,False,1686
3400 Lamar/34th,30.30282,-97.744768,1,1,False,2913
121 Oltorf/Euclid (HEB),30.239387,-97.754655,1,1,False,4044
4120 Freidrich/Woodward,30.213561,-97.745855,1,1,False,4317
1728 Enfield/Hartford,30.28462,-97.761717,1,1,False,1513
4815 Braker/Jollyville,30.400576,-97.748014,1,1,False,3806
1198 Airport/12th,30.276489,-97.700213,1,1,False,3298
Austin History Center Station (NB),30.27042,-97.74444,1,1,True,2606
2231 Guadalupe/West Mall UT,30.285754,-97.74162,1,1,False,1042
3010 Slaughter/West Gate,30.179113,-97.840995,1,1,False,6334
2701 William Cannon/West Gate,30.207197,-97.815778,1,1,False,3226
North Loop Station (SB),30.324999,-97.739681,1,1,True,684
East Dean Keaton NB (Dean Keeton/Robert Dedman),30.287924,-97.728763,1,1,True,2006
4326 S 1st/St Elmo,30.221255,-97.772893,1,1,False,1673
1501 Walsh Tarlton/Terrapin,30.268379,-97.804908,1,1,False,2184
1401 Stassney/Radam,30.212061,-97.790959,1,1,False,3113
700 Ben White (Walmart),30.218991,-97.755293,1,1,False,5240
Oltorf/Congress,30.238551,-97.753352,1,1,False,4040
2784 Slaughter/Lindshire,30.177832,-97.838375,1,1,False,6469
Mission Hill NB (Burleson/Mission Hill),30.216708,-97.734133,1,1,True,6505
120 William Cannon/Mount Carrell,30.199561,-97.795776,1,1,False,3173
13200 McCallen/Center Ridge,30.411844,-97.663981,1,1,False,5530
615 South 1st/Copeland,30.256192,-97.751284,1,1,False,1565
4413 Menchaca/Redd,30.228562,-97.789081,1,1,False,4230
Rundberg/Mountain Quail,30.369254,-97.710359,1,1,False,3152
Airport/38th,30.289097,-97.707009,1,1,False,5436
Research/Hamilton,30.401655,-97.745247,1,1,False,4688
Freidrich/Directors,30.212493,-97.748209,1,1,False,1202
4318 Bull Creek/44th,30.318987,-97.754525,1,1,False,1935
10300 Metric/Energy,30.382764,-97.714259,1,1,False,4769
Riverside SB (Pleasant Valley HEB),30.23524,-97.721977,1,1,True,4288
1400 Stassney/Radam,30.212318,-97.790956,1,1,False,3103
1512 35th/Kerbey,30.30722,-97.75014,1,1,False,2087
11125 Pecan Park/Lakeline Mall,30.472972,-97.802673,1,1,False,5411
3223 7th/Allen,30.257758,-97.704514,1,1,False,939
2206 Enfield/Meriden,30.287548,-97.766813,1,1,False,4157
4530 S 1st/Philco,30.218151,-97.774823,1,1,False,1674
1101 Stassney/Emerald Forest,30.210625,-97.787259,1,1,False,3114
Museum Station (SB),30.279366,-97.742545,1,1,True,5866
Travis Correctional Facility,30.19784,-97.645546,1,1,False,3238
