route_stop_id,route_id,direction_id,stop_sequence,trip_headsign,stop_id
687,1,0,12,1 William Cannon SB,5857
688,318,0,18,318 Thaxton EB,2349
689,335,0,11,335 Exposition WB,6279
690,10,0,44,10 Southpark Meadows SB,1663
691,315,1,3,315 Oak Hill WB,2176
692,322,1,17,322 Hancock Center NB,2065
693,333,0,15,333 Oak Hill WB,555
694,800,0,4,800 Mueller NB,1220
695,5,0,19,5 Tannehill EB,974
696,323,0,10,323 Northcross WB,3281
697,318,1,7,318 Westgate Transit Center WB,6327
698,325,0,10,325 Norwood Transit Center SB,5614
699,300,1,10,300 Crestview Station NB,2260
700,310,1,17,310 S. Congress Transit Center WB,4325
701,345,1,7,345 Hancock Center EB,978
702,837,1,5,837 Decker NB,866
703,350,0,15,350 North Lamar Transit Center NB,3261
704,7,1,44,7 Airport/Highland NB,3491
705,315,0,5,315 S. Congress Transit Center EB,6446
706,7,0,42,7 William Cannon SB,1195
707,135,0,3,135 Tech Ridge Park & Ride NB,3262
708,322,1,18,322 Hancock Center NB,2066
709,20,0,17,20 Springdale NB,1034
710,5,1,28,5 Northcross WB,5424
711,333,1,17,333 Thaxton EB,3220
712,10,1,28,10 Norwood Transit Center NB,1560
713,318,0,19,318 Thaxton EB,5994
714,311,0,20,311 Westgate Transit Center WB,4364
715,10,0,45,10 Southpark Meadows SB,1664
716,324,0,34,324 Highland EB,1160
717,333,0,16,333 Oak Hill WB,556
718,345,1,8,345 Hancock Center EB,979
719,4,1,14,4 Shady EB,5610
720,5,0,20,5 Tannehill EB,4521
721,325,1,12,325 Tech Ridge Park & Ride NB,3147
722,800,0,5,800 Mueller NB,1222
723,30,1,24,30 Westgate Transit Center SB,1927
724,325,0,11,325 Norwood Transit Center SB,2751
725,803,0,8,803 Domain NB,5498
726,318,1,8,318 Westgate Transit Center WB,6479
727,2,0,16,2 EASTSIDE BUS PLAZA SB,6382
728,322,1,19,322 Hancock Center NB,2067
729,350,1,16,350 ACC Riverside SB,6531
730,323,0,11,323 Northcross WB,5849
731,335,0,12,335 Exposition WB,6277
732,1,1,28,1 Tech Ridge Park & Ride NB,591
733,310,1,18,310 S. Congress Transit Center WB,4323
734,318,0,20,318 Thaxton EB,5473
735,315,1,4,315 Oak Hill WB,2177
736,383,0,14,383 Lakeline Station NB,5916
737,7,0,43,7 William Cannon SB,4325
738,18,1,22,18 Exposition WB,501
739,333,0,17,333 Oak Hill WB,3169
740,30,1,25,30 Westgate Transit Center SB,1928
741,135,0,4,135 Tech Ridge Park & Ride NB,5567
742,345,1,9,345 Hancock Center EB,5979
743,318,1,9,318 Westgate Transit Center WB,5968
744,800,1,8,800 Slaughter SB,6516
745,311,1,10,311 ACC RIVERSIDE EB,4223
746,10,1,29,10 Norwood Transit Center NB,1561
747,325,0,12,325 Norwood Transit Center SB,5356
748,311,0,21,311 Westgate Transit Center WB,4275
749,350,0,16,350 North Lamar Transit Center NB,3262
750,5,0,21,5 Tannehill EB,5877
751,5,1,29,5 Northcross WB,5995
752,7,1,45,7 Airport/Highland NB,1256
753,837,0,11,837 Downtown SB,5926
754,4,1,15,4 Shady EB,934
755,315,0,6,315 S. Congress Transit Center EB,6318
756,333,1,18,333 Thaxton EB,3221
757,322,1,20,322 Hancock Center NB,4186
758,10,0,46,10 Southpark Meadows SB,1666
759,5,1,30,5 Northcross WB,4089
760,318,0,21,318 Thaxton EB,5924
761,801,1,15,801 Southpark Meadows SB,5863
762,1,1,29,1 Tech Ridge Park & Ride NB,593
763,350,0,17,350 North Lamar Transit Center NB,5568
764,1,0,13,1 William Cannon SB,5555
765,310,0,2,310 ACC Riverside EB,5711
766,310,1,19,310 S. Congress Transit Center WB,2169
767,311,1,11,311 ACC RIVERSIDE EB,3109
768,20,0,18,20 Springdale NB,1246
769,350,1,17,350 ACC Riverside SB,3293
770,30,1,26,30 Westgate Transit Center SB,1929
771,333,0,18,333 Oak Hill WB,3170
772,345,1,10,345 Hancock Center EB,4919
773,30,0,4,30 NORTHCROSS NB,4494
774,7,0,44,7 William Cannon SB,4323
775,383,1,2,383 North Lamar Transit Center SB,5413
776,325,0,13,325 Norwood Transit Center SB,2568
777,1,1,30,1 Tech Ridge Park & Ride NB,5940
778,18,1,23,18 Exposition WB,243
779,318,0,22,318 Thaxton EB,5837
780,318,1,10,318 Westgate Transit Center WB,6407
781,325,1,13,325 Tech Ridge Park & Ride NB,3148
782,333,1,19,333 Thaxton EB,3223
783,3,1,23,3 Arboretum NB,758
784,383,0,15,383 Lakeline Station NB,3016
785,135,0,5,135 Tech Ridge Park & Ride NB,3266
786,10,0,47,10 Southpark Meadows SB,1667
787,311,0,22,311 Westgate Transit Center WB,3100
788,310,1,20,310 S. Congress Transit Center WB,1199
789,322,1,21,322 Hancock Center NB,4189
790,4,1,16,4 Shady EB,935
791,10,1,30,10 Norwood Transit Center NB,1562
792,350,0,18,350 North Lamar Transit Center NB,5567
793,323,0,12,323 Northcross WB,5851
794,7,1,46,7 Airport/Highland NB,1257
795,350,1,18,350 ACC Riverside SB,3295
796,30,1,27,30 Westgate Transit Center SB,1930
797,5,0,22,5 Tannehill EB,4528
798,335,0,13,335 Exposition WB,5350
799,837,0,12,837 Downtown SB,6293
800,800,0,6,800 Mueller NB,6490
801,837,1,6,837 Decker NB,3491
802,333,0,19,333 Oak Hill WB,4398
803,7,1,11,7 Crestview Station NB,6309
804,325,1,14,325 Tech Ridge Park & Ride NB,3149
805,7,1,47,7 Airport/Highland NB,1258
806,30,1,28,30 Westgate Transit Center SB,1931
807,5,1,31,5 Northcross WB,4156
808,325,0,14,325 Norwood Transit Center SB,2569
809,350,1,19,350 ACC Riverside SB,3296
810,318,0,23,318 Thaxton EB,5840
811,135,0,6,135 Tech Ridge Park & Ride NB,4191
812,3,0,16,3 Southpark Meadows SB,5849
813,311,1,12,311 ACC RIVERSIDE EB,3110
814,315,0,7,315 S. Congress Transit Center EB,1750
815,315,1,5,315 Oak Hill WB,6377
816,383,0,16,383 Lakeline Station NB,2726
817,392,1,1,392 Kramer Station WB,5281
818,7,0,45,7 William Cannon SB,2169
819,801,1,16,801 Southpark Meadows SB,497
820,803,0,9,803 Domain NB,5868
821,20,0,19,20 Springdale NB,4024
822,322,1,22,322 Hancock Center NB,2863
823,333,1,20,333 Thaxton EB,3224
824,1,0,14,1 William Cannon SB,5858
825,333,0,20,333 Oak Hill WB,3172
826,345,1,11,345 Hancock Center EB,4529
827,310,0,3,310 ACC Riverside EB,6444
828,318,1,11,318 Westgate Transit Center WB,5416
