route_stop_id,route_id,direction_id,stop_sequence,trip_headsign,stop_id
68,7,1,15,7 Airport/Highland NB,1230
69,7,0,14,7 William Cannon SB,4152
70,10,0,18,10 Southpark Meadows SB,5670
71,7,0,15,7 William Cannon SB,1174
72,10,0,19,10 Southpark Meadows SB,5918
73,7,1,16,7 Airport/Highland NB,1231
74,7,0,16,7 William Cannon SB,1175
75,337,0,3,337 Mopac WB,2282
76,5,1,4,5 Northcross WB,1085
77,10,0,20,10 Southpark Meadows SB,3271
78,7,1,17,7 Airport/Highland NB,1232
79,337,0,4,337 Mopac WB,2288
80,324,0,1,324 Highland EB,6388
81,337,0,5,337 Mopac WB,4615
82,7,0,17,7 William Cannon SB,1176
83,5,1,5,5 Northcross WB,6369
84,7,0,18,7 William Cannon SB,1177
85,337,0,6,337 Mopac WB,5558
86,5,1,6,5 Northcross WB,1089
87,7,1,19,7 Airport/Highland NB,5663
88,324,0,2,324 Highland EB,5855
89,10,0,21,10 Southpark Meadows SB,3532
90,7,0,19,7 William Cannon SB,1179
91,337,0,7,337 Mopac WB,2290
92,5,1,7,5 Northcross WB,1091
93,337,0,8,337 Mopac WB,2291
94,7,1,22,7 Airport/Highland NB,4324
95,10,0,22,10 Southpark Meadows SB,1701
96,7,0,20,7 William Cannon SB,1180
97,5,1,8,5 Northcross WB,1092
98,7,1,23,7 Airport/Highland NB,1237
99,10,0,23,10 Southpark Meadows SB,6337
100,324,0,3,324 Highland EB,5746
101,5,1,9,5 Northcross WB,1093
102,324,0,4,324 Highland EB,3063
103,7,1,24,7 Airport/Highland NB,1238
104,337,0,9,337 Mopac WB,2292
105,10,0,24,10 Southpark Meadows SB,1703
106,7,1,25,7 Airport/Highland NB,1239
107,324,0,5,324 Highland EB,3120
108,10,0,25,10 Southpark Meadows SB,1704
109,5,1,10,5 Northcross WB,1094
110,7,1,26,7 Airport/Highland NB,1240
111,7,0,21,7 William Cannon SB,916
112,337,0,10,337 Mopac WB,5847
113,10,0,26,10 Southpark Meadows SB,5569
114,324,0,6,324 Highland EB,5662
115,5,1,11,5 Northcross WB,4670
116,20,1,52,20 ABIA Airport SB,4326
117,217,0,1,217 Shady Lane NB,832
118,337,0,11,337 Mopac WB,2295
119,7,1,27,7 Airport/Highland NB,1359
120,217,0,2,217 Shady Lane NB,5736
121,7,0,22,7 William Cannon SB,919
122,10,0,27,10 Southpark Meadows SB,1706
123,5,1,12,5 Northcross WB,1096
124,324,0,7,324 Highland EB,3123
125,337,0,12,337 Mopac WB,2296
126,217,0,3,217 Shady Lane NB,3255
127,7,1,28,7 Airport/Highland NB,1243
128,324,0,8,324 Highland EB,3125
129,217,0,4,217 Shady Lane NB,5466
130,5,1,13,5 Northcross WB,1098
131,7,1,29,7 Airport/Highland NB,1244
132,217,0,5,217 Shady Lane NB,3256
133,10,0,28,10 Southpark Meadows SB,2077
134,217,0,6,217 Shady Lane NB,4306
135,10,1,1,10 Norwood Transit Center NB,5263
136,30,1,1,30 Westgate Transit Center SB,5856
137,7,0,23,7 William Cannon SB,6499
138,324,0,9,324 Highland EB,4733
139,337,0,13,337 Mopac WB,2298
140,5,1,14,5 Northcross WB,1099
141,7,1,30,7 Airport/Highland NB,1361
142,324,0,10,324 Highland EB,4731
143,10,0,29,10 Southpark Meadows SB,2757
144,337,0,14,337 Mopac WB,2299
145,7,1,31,7 Airport/Highland NB,1032
146,324,0,11,324 Highland EB,4728
147,10,1,2,10 Norwood Transit Center NB,6479
148,5,1,15,5 Northcross WB,1101
149,337,0,15,337 Mopac WB,2300
150,324,0,12,324 Highland EB,3127
151,337,0,16,337 Mopac WB,4610
152,7,1,32,7 Airport/Highland NB,6443
153,10,1,3,10 Norwood Transit Center NB,5968
154,7,0,24,7 William Cannon SB,5937
155,5,1,16,5 Northcross WB,1102
156,337,0,17,337 Mopac WB,5008
157,217,0,7,217 Shady Lane NB,6432
158,5,1,17,5 Northcross WB,1103
159,30,1,3,30 Westgate Transit Center SB,1906
160,801,1,5,801 Southpark Meadows SB,5858
161,7,1,33,7 Airport/Highland NB,1034
162,10,0,30,10 Southpark Meadows SB,1179
163,10,1,4,10 Norwood Transit Center NB,4404
164,324,0,13,324 Highland EB,6255
165,30,1,4,30 Westgate Transit Center SB,4649
166,5,1,18,5 Northcross WB,1105
167,337,0,18,337 Mopac WB,2302
168,7,0,25,7 William Cannon SB,5938
169,10,0,31,10 Southpark Meadows SB,1180
170,10,1,5,10 Norwood Transit Center NB,3768
171,30,1,5,30 Westgate Transit Center SB,1907
172,20,0,1,20 Springdale NB,4326
173,243,1,1,243 Tech Ridge Park & Ride EB,5607
174,311,0,1,311 Westgate Transit Center WB,6439
175,337,0,19,337 Mopac WB,5781
176,350,0,1,350 North Lamar Transit Center NB,6439
177,18,1,2,18 Exposition WB,5642
178,5,1,19,5 Northcross WB,1106
179,7,1,34,7 Airport/Highland NB,1246
180,324,0,14,324 Highland EB,6252
181,10,1,6,10 Norwood Transit Center NB,3769
182,337,0,20,337 Mopac WB,2305
183,10,1,7,10 Norwood Transit Center NB,2636
184,333,1,1,333 Thaxton EB,2597
185,5,1,20,5 Northcross WB,1107
186,30,1,6,30 Westgate Transit Center SB,1909
187,3,1,2,3 Arboretum NB,6479
188,324,0,15,324 Highland EB,6251
189,10,1,8,10 Norwood Transit Center NB,3757
190,243,1,2,243 Tech Ridge Park & Ride EB,5305
191,7,1,35,7 Airport/Highland NB,4024
192,2,0,1,2 EASTSIDE BUS PLAZA SB,669
193,803,1,1,803 Westgate Transit Center SB,5919
194,10,0,32,10 Southpark Meadows SB,916
195,350,0,2,350 North Lamar Transit Center NB,1017
196,7,0,26,7 William Cannon SB,2613
197,30,1,7,30 Westgate Transit Center SB,1910
198,311,0,2,311 Westgate Transit Center WB,1017
199,243,1,3,243 Tech Ridge Park & Ride EB,5278
200,20,0,2,20 Springdale NB,5099
201,18,1,4,18 Exposition WB,5640
202,324,0,16,324 Highland EB,6257
203,337,0,21,337 Mopac WB,4592
204,10,1,9,10 Norwood Transit Center NB,5735
205,1,0,1,1 William Cannon SB,5273
206,7,1,36,7 Airport/Highland NB,1249
207,801,0,1,801 Tech Ridge Park & Ride NB,5873
208,837,0,1,837 Downtown SB,6183
209,243,1,4,243 Tech Ridge Park & Ride EB,4813
210,5,1,21,5 Northcross WB,1109
211,10,0,33,10 Southpark Meadows SB,919
212,311,0,3,311 Westgate Transit Center WB,6524
213,350,0,3,350 North Lamar Transit Center NB,6368
214,2,0,2,2 EASTSIDE BUS PLAZA SB,1338
215,30,1,8,30 Westgate Transit Center SB,1911
216,10,1,10,10 Norwood Transit Center NB,2638
217,801,1,7,801 Southpark Meadows SB,467
218,3,1,4,3 Arboretum NB,6407
219,18,1,5,18 Exposition WB,5641
220,324,0,17,324 Highland EB,6258
221,243,1,5,243 Tech Ridge Park & Ride EB,4815
222,337,0,22,337 Mopac WB,2870
223,333,1,2,333 Thaxton EB,6393
224,30,1,9,30 Westgate Transit Center SB,1912
225,350,0,4,350 North Lamar Transit Center NB,5748
226,18,1,6,18 Exposition WB,4602
227,2,0,3,2 EASTSIDE BUS PLAZA SB,1339
228,20,0,3,20 Springdale NB,6241
229,3,1,5,3 Arboretum NB,5416
230,243,1,6,243 Tech Ridge Park & Ride EB,4817
231,10,0,34,10 Southpark Meadows SB,6499
232,217,0,8,217 Shady Lane NB,6448
233,3,0,1,3 Southpark Meadows SB,3837
234,310,1,1,310 S. Congress Transit Center WB,6439
235,318,0,1,318 Thaxton EB,6379
236,323,0,1,323 Northcross WB,6424
237,324,0,18,324 Highland EB,2583
238,325,1,1,325 Tech Ridge Park & Ride NB,6421
239,325,0,1,325 Norwood Transit Center SB,5302
240,333,0,1,333 Oak Hill WB,5702
241,335,0,1,335 Exposition WB,5926
242,345,0,1,345 Burnet WB,3843
243,350,1,1,350 ACC Riverside SB,5226
244,383,0,1,383 Lakeline Station NB,5225
245,4,1,1,4 Shady EB,6243
246,5,0,1,5 Tannehill EB,5854
247,800,0,1,800 Mueller NB,6504
248,800,1,1,800 Slaughter SB,5926
249,7,1,37,7 Airport/Highland NB,2767
250,311,0,4,311 Westgate Transit Center WB,2229
251,10,1,11,10 Norwood Transit Center NB,3770
252,801,0,2,801 Tech Ridge Park & Ride NB,6362
253,337,0,23,337 Mopac WB,2459
254,803,1,2,803 Westgate Transit Center SB,4682
255,324,0,19,324 Highland EB,4539
256,350,0,5,350 North Lamar Transit Center NB,3253
257,345,0,2,345 Burnet WB,5283
258,1,0,2,1 William Cannon SB,5374
259,2,0,4,2 EASTSIDE BUS PLAZA SB,3261
260,30,1,10,30 Westgate Transit Center SB,1913
261,322,1,1,322 Hancock Center NB,6404
262,803,0,1,803 Domain NB,6373
263,18,1,7,18 Exposition WB,898
264,383,0,2,383 Lakeline Station NB,5071
265,10,1,12,10 Norwood Transit Center NB,2639
266,3,1,7,3 Arboretum NB,2933
267,324,0,20,324 Highland EB,2585
268,337,0,24,337 Mopac WB,2460
269,837,0,2,837 Downtown SB,2282
270,243,1,7,243 Tech Ridge Park & Ride EB,5342
271,345,0,3,345 Burnet WB,6336
272,333,0,2,333 Oak Hill WB,5699
273,7,0,27,7 William Cannon SB,2763
274,350,1,2,350 ACC Riverside SB,471
275,311,0,5,311 Westgate Transit Center WB,2230
276,3,0,2,3 Southpark Meadows SB,5019
277,322,1,2,322 Hancock Center NB,2045
278,5,0,2,5 Tannehill EB,954
279,325,1,2,325 Tech Ridge Park & Ride NB,5446
280,324,0,21,324 Highland EB,4725
281,323,0,2,323 Northcross WB,5193
282,318,0,2,318 Thaxton EB,4231
283,311,0,6,311 Westgate Transit Center WB,5974
284,333,0,3,333 Oak Hill WB,6521
285,10,1,13,10 Norwood Transit Center NB,1540
286,10,0,35,10 Southpark Meadows SB,5937
287,350,0,6,350 North Lamar Transit Center NB,3254
288,243,1,8,243 Tech Ridge Park & Ride EB,5761
289,800,1,2,800 Slaughter SB,6293
290,345,0,4,345 Burnet WB,1787
291,322,1,3,322 Hancock Center NB,1959
292,337,0,25,337 Mopac WB,4712
293,383,0,3,383 Lakeline Station NB,3795
294,3,1,8,3 Arboretum NB,2934
295,335,0,2,335 Exposition WB,6293
296,324,0,22,324 Highland EB,5406
297,5,1,22,5 Northcross WB,6499
298,310,1,2,310 S. Congress Transit Center WB,1017
299,837,0,3,837 Downtown SB,5644
300,318,0,3,318 Thaxton EB,1746
301,325,0,2,325 Norwood Transit Center SB,5374
302,350,0,7,350 North Lamar Transit Center NB,3255
303,333,1,3,333 Thaxton EB,6390
304,5,0,3,5 Tannehill EB,956
305,333,0,4,333 Oak Hill WB,4361
306,10,1,14,10 Norwood Transit Center NB,1541
307,383,0,4,383 Lakeline Station NB,3796
308,3,1,9,3 Arboretum NB,2935
309,345,0,5,345 Burnet WB,5394
310,318,1,1,318 Westgate Transit Center WB,5702
311,7,0,28,7 William Cannon SB,3846
312,2,0,5,2 EASTSIDE BUS PLAZA SB,634
313,803,0,2,803 Domain NB,2370
314,318,0,4,318 Thaxton EB,1747
315,322,1,4,322 Hancock Center NB,2046
316,324,0,23,324 Highland EB,1148
317,18,1,8,18 Exposition WB,902
318,243,1,9,243 Tech Ridge Park & Ride EB,6453
319,310,1,3,310 S. Congress Transit Center WB,5728
320,10,0,36,10 Southpark Meadows SB,5938
321,311,0,7,311 Westgate Transit Center WB,5836
322,383,0,5,383 Lakeline Station NB,3797
323,5,0,4,5 Tannehill EB,958
324,325,1,3,325 Tech Ridge Park & Ride NB,4720
325,7,0,29,7 William Cannon SB,3847
326,350,0,8,350 North Lamar Transit Center NB,5466
327,10,1,15,10 Norwood Transit Center NB,1542
328,7,1,38,7 Airport/Highland NB,2643
329,800,1,3,800 Slaughter SB,6291
330,337,0,26,337 Mopac WB,1410
331,322,1,5,322 Hancock Center NB,2047
332,5,0,5,5 Tannehill EB,4523
333,7,0,30,7 William Cannon SB,5023
334,350,0,9,350 North Lamar Transit Center NB,3256
335,383,0,6,383 Lakeline Station NB,3798
336,333,1,4,333 Thaxton EB,3206
337,18,1,9,18 Exposition WB,5571
338,350,1,5,350 ACC Riverside SB,2877
339,345,0,6,345 Burnet WB,4920
340,3,0,3,3 Southpark Meadows SB,3017
341,318,0,5,318 Thaxton EB,1748
342,325,1,4,325 Tech Ridge Park & Ride NB,5082
343,2,0,6,2 EASTSIDE BUS PLAZA SB,5464
344,335,0,3,335 Exposition WB,6291
345,350,0,10,350 North Lamar Transit Center NB,4306
346,5,0,6,5 Tannehill EB,960
347,20,0,4,20 Springdale NB,4692
348,333,1,5,333 Thaxton EB,3207
349,5,1,23,5 Northcross WB,5937
350,318,0,6,318 Thaxton EB,4219
351,243,1,10,243 Tech Ridge Park & Ride EB,5765
352,310,1,4,310 S. Congress Transit Center WB,1018
353,10,1,16,10 Norwood Transit Center NB,2641
354,217,1,1,217 ACC Riverside SB,6448
355,271,0,1,271 Grove WB,5927
356,311,0,8,311 Westgate Transit Center WB,5834
357,315,0,1,315 S. Congress Transit Center EB,2597
358,803,0,3,803 Domain NB,6357
359,837,0,4,837 Downtown SB,1614
360,3,0,4,3 Southpark Meadows SB,5452
361,350,1,6,350 ACC Riverside SB,5510
362,333,0,5,333 Oak Hill WB,6482
363,337,0,27,337 Mopac WB,1412
364,7,0,31,7 William Cannon SB,1186
365,322,1,6,322 Hancock Center NB,2048
366,2,0,7,2 EASTSIDE BUS PLAZA SB,635
367,18,1,10,18 Exposition WB,905
368,5,0,7,5 Tannehill EB,962
369,345,0,7,345 Burnet WB,4921
370,325,1,5,325 Tech Ridge Park & Ride NB,5081
371,20,0,5,20 Springdale NB,3248
372,7,1,39,7 Airport/Highland NB,6314
373,383,0,7,383 Lakeline Station NB,3799
374,1,0,3,1 William Cannon SB,5319
375,10,0,37,10 Southpark Meadows SB,2613
376,318,0,7,318 Thaxton EB,2337
377,5,0,8,5 Tannehill EB,963
378,324,0,24,324 Highland EB,1149
379,318,1,2,318 Westgate Transit Center WB,6339
380,4,1,6,4 Shady EB,2108
381,325,0,3,325 Norwood Transit Center SB,5522
382,7,0,32,7 William Cannon SB,1187
383,18,1,11,18 Exposition WB,4196
384,801,0,3,801 Tech Ridge Park & Ride NB,4382
385,20,0,6,20 Springdale NB,3249
386,311,0,9,311 Westgate Transit Center WB,6467
387,10,1,17,10 Norwood Transit Center NB,1545
388,271,0,2,271 Grove WB,5622
389,345,0,8,345 Burnet WB,1054
390,30,1,13,30 Westgate Transit Center SB,1917
391,318,0,8,318 Thaxton EB,2338
392,335,0,4,335 Exposition WB,1636
393,243,1,11,243 Tech Ridge Park & Ride EB,5767
394,7,0,33,7 William Cannon SB,1188
395,333,1,6,333 Thaxton EB,3208
396,271,0,3,271 Grove WB,5803
397,333,0,6,333 Oak Hill WB,5383
398,800,1,4,800 Slaughter SB,6496
399,310,1,5,310 S. Congress Transit Center WB,1021
400,10,1,18,10 Norwood Transit Center NB,1546
401,4,1,7,4 Shady EB,2110
402,325,0,4,325 Norwood Transit Center SB,4820
403,5,0,9,5 Tannehill EB,964
404,333,0,7,333 Oak Hill WB,2504
405,5,1,24,5 Northcross WB,5938
406,7,1,1,7 Crestview Station NB,5377
407,18,1,12,18 Exposition WB,5786
408,345,0,9,345 Burnet WB,1055
409,837,0,5,837 Downtown SB,1616
410,324,0,25,324 Highland EB,1150
411,803,0,4,803 Domain NB,5875
412,318,0,9,318 Thaxton EB,2339
413,323,0,3,323 Northcross WB,5646
414,30,1,14,30 Westgate Transit Center SB,1918
415,325,1,6,325 Tech Ridge Park & Ride NB,3144
416,345,0,10,345 Burnet WB,1056
417,310,1,6,310 S. Congress Transit Center WB,1022
418,5,0,10,5 Tannehill EB,965
419,18,1,13,18 Exposition WB,5801
420,333,0,8,333 Oak Hill WB,2505
421,383,0,8,383 Lakeline Station NB,4753
422,324,0,26,324 Highland EB,1151
423,10,1,19,10 Norwood Transit Center NB,1548
424,7,1,2,7 Crestview Station NB,5758
425,2,1,1,2 Springdale NB,6447
426,20,0,8,20 Springdale NB,951
427,333,1,7,333 Thaxton EB,4446
428,337,0,30,337 Mopac WB,1415
429,7,1,40,7 Airport/Highland NB,6315
430,7,0,34,7 William Cannon SB,999
431,30,1,15,30 Westgate Transit Center SB,4652
432,3,0,5,3 Southpark Meadows SB,5718
433,837,0,6,837 Downtown SB,1618
434,310,1,7,310 S. Congress Transit Center WB,1023
435,333,1,8,333 Thaxton EB,4445
436,20,0,9,20 Springdale NB,5728
437,30,1,16,30 Westgate Transit Center SB,1919
438,271,0,4,271 Grove WB,5990
439,243,1,12,243 Tech Ridge Park & Ride EB,5768
440,322,1,7,322 Hancock Center NB,6331
441,300,1,2,300 Crestview Station NB,4212
442,335,0,5,335 Exposition WB,6288
443,5,0,11,5 Tannehill EB,966
444,333,0,9,333 Oak Hill WB,5137
445,803,0,5,803 Domain NB,2260
446,311,0,10,311 Westgate Transit Center WB,5147
447,324,0,27,324 Highland EB,1152
448,18,1,14,18 Exposition WB,909
449,325,0,5,325 Norwood Transit Center SB,4821
450,7,1,3,7 Crestview Station NB,4348
451,801,0,5,801 Tech Ridge Park & Ride NB,6525
452,2,0,9,2 EASTSIDE BUS PLAZA SB,638
453,383,0,9,383 Lakeline Station NB,4757
454,800,0,2,800 Mueller NB,6530
455,10,0,38,10 Southpark Meadows SB,1655
456,337,0,31,337 Mopac WB,5603
457,310,1,8,310 S. Congress Transit Center WB,1024
458,271,0,5,271 Grove WB,5988
459,318,0,10,318 Thaxton EB,2340
460,345,0,11,345 Burnet WB,1057
461,30,1,17,30 Westgate Transit Center SB,1920
462,5,0,12,5 Tannehill EB,967
463,7,0,35,7 William Cannon SB,5554
464,311,0,11,311 Westgate Transit Center WB,5289
465,10,0,39,10 Southpark Meadows SB,1656
466,324,0,28,324 Highland EB,1153
467,5,1,25,5 Northcross WB,2613
468,7,1,41,7 Airport/Highland NB,864
469,300,1,3,300 Crestview Station NB,4234
470,322,1,8,322 Hancock Center NB,2055
471,333,0,10,333 Oak Hill WB,2507
472,335,0,6,335 Exposition WB,6286
473,20,0,10,20 Springdale NB,1018
474,4,1,9,4 Shady EB,6314
475,10,1,20,10 Norwood Transit Center NB,1549
476,30,1,18,30 Westgate Transit Center SB,1921
477,333,1,9,333 Thaxton EB,3887
478,18,1,15,18 Exposition WB,910
479,1,0,5,1 William Cannon SB,5271
480,135,0,1,135 Tech Ridge Park & Ride NB,1369
481,3,0,6,3 Southpark Meadows SB,3020
482,310,1,9,310 S. Congress Transit Center WB,1025
483,311,1,1,311 ACC RIVERSIDE EB,6375
484,315,1,1,315 Oak Hill WB,5551
485,325,1,7,325 Tech Ridge Park & Ride NB,3145
486,345,0,12,345 Burnet WB,6310
487,350,0,11,350 North Lamar Transit Center NB,6413
488,5,0,13,5 Tannehill EB,968
489,837,1,1,837 Decker NB,2112
490,837,0,7,837 Downtown SB,6494
491,311,0,12,311 Westgate Transit Center WB,5831
492,10,0,40,10 Southpark Meadows SB,1657
493,350,1,10,350 ACC Riverside SB,5372
494,7,0,36,7 William Cannon SB,1002
495,333,0,11,333 Oak Hill WB,2508
496,18,1,16,18 Exposition WB,5492
497,318,0,11,318 Thaxton EB,2341
498,2,0,10,2 EASTSIDE BUS PLAZA SB,3728
499,383,0,10,383 Lakeline Station NB,6427
500,318,1,3,318 Westgate Transit Center WB,6329
501,300,1,4,300 Crestview Station NB,4216
502,800,1,5,800 Slaughter SB,634
503,10,1,21,10 Norwood Transit Center NB,1550
504,337,0,32,337 Mopac WB,6526
505,310,1,10,310 S. Congress Transit Center WB,5788
506,271,0,6,271 Grove WB,5987
507,335,0,7,335 Exposition WB,2071
508,30,1,19,30 Westgate Transit Center SB,1922
509,350,1,11,350 ACC Riverside SB,5415
510,5,0,14,5 Tannehill EB,969
511,3,0,7,3 Southpark Meadows SB,6457
512,325,1,8,325 Tech Ridge Park & Ride NB,1141
513,217,1,2,217 ACC Riverside SB,3304
514,18,1,17,18 Exposition WB,911
515,311,0,13,311 Westgate Transit Center WB,5828
516,322,1,9,322 Hancock Center NB,2056
517,323,0,4,323 Northcross WB,5227
518,345,1,1,345 Hancock Center EB,814
519,345,0,13,345 Burnet WB,814
520,20,0,11,20 Springdale NB,1021
521,803,0,6,803 Domain NB,777
522,333,0,12,333 Oak Hill WB,4354
523,315,0,2,315 S. Congress Transit Center EB,5585
524,318,0,12,318 Thaxton EB,4427
525,4,1,10,4 Shady EB,6370
526,311,1,2,311 ACC RIVERSIDE EB,4231
527,243,1,13,243 Tech Ridge Park & Ride EB,5771
528,337,0,33,337 Mopac WB,5625
529,310,1,11,310 S. Congress Transit Center WB,1356
530,1,0,6,1 William Cannon SB,5346
531,335,0,8,335 Exposition WB,4738
532,311,0,14,311 Westgate Transit Center WB,1223
533,322,1,10,322 Hancock Center NB,2057
534,345,1,2,345 Hancock Center EB,4202
535,837,0,8,837 Downtown SB,1622
536,383,0,11,383 Lakeline Station NB,6456
537,333,1,10,333 Thaxton EB,3212
538,350,1,12,350 ACC Riverside SB,5684
539,324,0,29,324 Highland EB,1156
540,300,1,5,300 Crestview Station NB,6357
541,30,1,20,30 Westgate Transit Center SB,1923
542,7,0,37,7 William Cannon SB,1190
543,325,0,6,325 Norwood Transit Center SB,4824
544,5,0,15,5 Tannehill EB,970
545,20,0,12,20 Springdale NB,6367
546,217,1,3,217 ACC Riverside SB,3306
547,310,1,12,310 S. Congress Transit Center WB,2238
548,311,1,3,311 ACC RIVERSIDE EB,1746
549,10,1,22,10 Norwood Transit Center NB,1553
550,2,0,11,2 EASTSIDE BUS PLAZA SB,4172
551,318,0,13,318 Thaxton EB,2342
552,322,1,11,322 Hancock Center NB,2058
553,7,1,42,7 Airport/Highland NB,866
554,324,0,30,324 Highland EB,1157
555,335,0,9,335 Exposition WB,4737
556,311,0,15,311 Westgate Transit Center WB,1224
557,18,1,18,18 Exposition WB,913
558,333,1,11,333 Thaxton EB,3213
559,333,0,13,333 Oak Hill WB,2511
560,837,1,2,837 Decker NB,6503
561,4,1,11,4 Shady EB,928
562,310,1,13,310 S. Congress Transit Center WB,1358
563,383,0,12,383 Lakeline Station NB,4682
564,311,1,4,311 ACC RIVERSIDE EB,1747
565,217,1,4,217 ACC Riverside SB,5749
566,2,0,12,2 EASTSIDE BUS PLAZA SB,4170
567,1,0,7,1 William Cannon SB,5347
568,20,0,13,20 Springdale NB,6442
569,325,1,9,325 Tech Ridge Park & Ride NB,6418
570,5,0,16,5 Tannehill EB,971
571,318,0,14,318 Thaxton EB,2343
572,10,1,23,10 Norwood Transit Center NB,1554
573,801,0,6,801 Tech Ridge Park & Ride NB,6355
574,345,1,3,345 Hancock Center EB,974
575,10,0,41,10 Southpark Meadows SB,1659
576,7,0,38,7 William Cannon SB,1191
577,322,1,12,322 Hancock Center NB,2059
578,350,0,12,350 North Lamar Transit Center NB,3259
579,217,1,5,217 ACC Riverside SB,3308
580,333,1,12,333 Thaxton EB,3214
581,318,1,4,318 Westgate Transit Center WB,6326
582,325,0,7,325 Norwood Transit Center SB,5442
583,7,1,6,7 Crestview Station NB,4948
584,803,0,7,803 Domain NB,781
585,324,0,31,324 Highland EB,1158
586,323,0,5,323 Northcross WB,3278
587,300,1,6,300 Crestview Station NB,2374
588,311,0,16,311 Westgate Transit Center WB,2489
589,350,1,13,350 ACC Riverside SB,3290
590,5,0,17,5 Tannehill EB,972
591,271,0,7,271 Grove WB,5985
592,2,0,13,2 EASTSIDE BUS PLAZA SB,3730
593,383,0,13,383 Lakeline Station NB,3014
594,318,0,15,318 Thaxton EB,2344
595,325,1,10,325 Tech Ridge Park & Ride NB,1143
596,345,1,4,345 Hancock Center EB,4521
597,10,1,24,10 Norwood Transit Center NB,1556
598,311,1,5,311 ACC RIVERSIDE EB,1748
599,837,1,3,837 Decker NB,6315
600,324,0,32,324 Highland EB,1159
601,333,1,13,333 Thaxton EB,3215
602,800,1,6,800 Slaughter SB,6488
603,315,1,2,315 Oak Hill WB,2175
604,323,0,6,323 Northcross WB,4580
605,837,0,9,837 Downtown SB,1627
606,311,0,17,311 Westgate Transit Center WB,2490
607,10,0,42,10 Southpark Meadows SB,1661
608,20,0,14,20 Springdale NB,1030
609,322,1,13,322 Hancock Center NB,2060
610,7,0,39,7 William Cannon SB,3535
611,350,0,13,350 North Lamar Transit Center NB,4581
612,300,1,7,300 Crestview Station NB,771
613,318,1,5,318 Westgate Transit Center WB,6324
614,217,1,6,217 ACC Riverside SB,6454
615,311,1,6,311 ACC RIVERSIDE EB,4219
616,318,0,16,318 Thaxton EB,4430
617,335,0,10,335 Exposition WB,6281
618,800,0,3,800 Mueller NB,6510
619,310,1,14,310 S. Congress Transit Center WB,1193
620,322,1,14,322 Hancock Center NB,2061
621,325,0,8,325 Norwood Transit Center SB,3041
622,315,0,3,315 S. Congress Transit Center EB,6396
623,30,1,21,30 Westgate Transit Center SB,5421
624,333,0,14,333 Oak Hill WB,5704
625,345,1,5,345 Hancock Center EB,5877
626,4,1,12,4 Shady EB,929
627,18,1,19,18 Exposition WB,2761
628,323,0,7,323 Northcross WB,3279
629,322,1,15,322 Hancock Center NB,2062
630,333,1,14,333 Thaxton EB,3216
631,5,1,26,5 Northcross WB,5499
632,10,1,25,10 Norwood Transit Center NB,1666
633,18,1,20,18 Exposition WB,4586
634,2,0,14,2 EASTSIDE BUS PLAZA SB,3731
635,310,1,15,310 S. Congress Transit Center WB,1194
636,337,0,35,337 Mopac WB,4513
637,837,1,4,837 Decker NB,6500
638,20,0,15,20 Springdale NB,1032
639,311,1,7,311 ACC RIVERSIDE EB,2337
640,311,0,18,311 Westgate Transit Center WB,2491
641,325,1,11,325 Tech Ridge Park & Ride NB,5612
642,324,0,33,324 Highland EB,5510
643,325,0,9,325 Norwood Transit Center SB,2567
644,5,0,18,5 Tannehill EB,973
645,322,1,16,322 Hancock Center NB,2063
646,1,0,10,1 William Cannon SB,4696
647,217,1,7,217 ACC Riverside SB,832
648,243,1,14,243 Tech Ridge Park & Ride EB,5301
649,310,0,1,310 ACC Riverside EB,5544
650,350,1,14,350 ACC Riverside SB,3291
651,383,1,1,383 North Lamar Transit Center SB,5229
652,801,0,7,801 Tech Ridge Park & Ride NB,5552
653,803,1,7,803 Westgate Transit Center SB,5849
654,7,0,40,7 William Cannon SB,1193
655,333,1,15,333 Thaxton EB,3217
656,323,0,8,323 Northcross WB,1078
657,30,1,22,30 Westgate Transit Center SB,1925
658,10,0,43,10 Southpark Meadows SB,1662
659,1,0,11,1 William Cannon SB,6528
660,311,1,8,311 ACC RIVERSIDE EB,2338
661,318,0,17,318 Thaxton EB,5478
662,345,1,6,345 Hancock Center EB,977
663,837,0,10,837 Downtown SB,1631
664,318,1,6,318 Westgate Transit Center WB,6321
665,7,1,43,7 Airport/Highland NB,1253
666,135,0,2,135 Tech Ridge Park & Ride NB,3261
667,10,1,26,10 Norwood Transit Center NB,1558
668,310,1,16,310 S. Congress Transit Center WB,1195
669,350,0,14,350 North Lamar Transit Center NB,3260
670,300,1,9,300 Crestview Station NB,773
671,18,1,21,18 Exposition WB,5992
672,333,1,16,333 Thaxton EB,5594
673,4,1,13,4 Shady EB,6461
674,315,0,4,315 S. Congress Transit Center EB,6317
675,5,1,27,5 Northcross WB,1970
676,7,0,41,7 William Cannon SB,1194
677,323,0,9,323 Northcross WB,1080
678,350,1,15,350 ACC Riverside SB,5796
679,2,0,15,2 EASTSIDE BUS PLAZA SB,5496
680,311,0,19,311 Westgate Transit Center WB,4362
681,801,1,14,801 Southpark Meadows SB,5357
682,10,1,27,10 Norwood Transit Center NB,1559
683,30,1,23,30 Westgate Transit Center SB,4650
684,311,1,9,311 ACC RIVERSIDE EB,2339
685,337,0,36,337 Mopac WB,4509
686,800,1,7,800 Slaughter SB,1349
