stop_id,stop_sequence,trip_headsign,direction_id,route_id,wheelchair_accessible,bikes_allowed,stop_lat,stop_lon,stop_name,is_express
5421,21,30 Westgate Transit Center SB,1,30,1,1,30.342397,-97.754052,Balcones/Hart,False
5704,14,333 Oak Hill WB,0,333,1,1,30.187849,-97.767957,6625 Bluff Springs/William Cannon,False
5877,5,345 Hancock Center EB,1,345,1,1,30.315713,-97.736377,Sunshine Station (SB),False
929,12,4 Shady EB,1,4,1,1,30.265971,-97.732268,7th/San Marcos,False
2761,19,18 Exposition WB,1,18,1,1,30.279307,-97.73295,500 Martin Luther King/Red River,False
3279,7,323 Northcross WB,0,323,1,1,30.351463,-97.720782,Anderson/Lazy,False
2062,15,322 Hancock Center NB,1,322,1,1,30.27166,-97.719385,Chicon/Pennsylvania,False
3216,14,333 Thaxton EB,1,333,1,1,30.205755,-97.843159,3911 Eskew/Tree House,False
5499,26,5 Northcross WB,1,5,1,1,30.270316,-97.75049,714 6th/West,False
1557,25,10 Norwood Transit Center NB,1,10,1,1,30.235094,-97.763975,3001 S 1st/Powell,False
4586,20,18 Exposition WB,1,18,1,1,30.279666,-97.734311,400 Martin Luther King/Trinity,False
3731,14,2 EASTSIDE BUS PLAZA SB,0,2,1,1,30.268704,-97.727634,1200 11th/Lydia,False
1194,15,310 S. Congress Transit Center WB,1,310,1,1,30.229929,-97.738557,2504 Parker/Braxton,False
4513,35,337 Mopac WB,0,337,1,1,30.323545,-97.723626,Koenig/Guadalupe,False
6500,4,837 Decker NB,1,837,1,1,30.272682,-97.737179,Capitol/Waterloo NB (Trinity/12th),True
1032,15,20 Springdale NB,0,20,1,1,30.24114,-97.727591,Riverside/Town Creek,False
2337,7,311 ACC RIVERSIDE EB,1,311,1,1,30.227305,-97.802541,4900 West Gate/Choctaw Trail,False
2491,18,311 Westgate Transit Center WB,0,311,1,1,30.197437,-97.761644,1706 Stassney/IH 35,False
5612,11,325 Tech Ridge Park & Ride NB,1,325,1,1,30.358909,-97.689299,Rundberg at IH 35,False
5510,33,324 Highland EB,0,324,1,1,30.333535,-97.716863,Airport/Guadalupe,False
2567,9,325 Norwood Transit Center SB,0,325,1,1,30.407779,-97.697279,12166 Metric/Cedar Bend,False
973,18,5 Tannehill EB,0,5,1,1,30.320538,-97.735873,1215 51st/Grover,False
2063,16,322 Hancock Center NB,1,322,1,1,30.273559,-97.719788,1197 Chicon/12th,False
4696,10,1 William Cannon SB,0,1,1,1,30.382734,-97.686052,11300 Lamar/Braker,False
832,7,217 ACC Riverside SB,1,217,1,1,30.236954,-97.702062,Hogan/Community,False
5301,14,243 Tech Ridge Park & Ride EB,1,243,1,1,30.418565,-97.669112,Tech Ridge Bay E,False
5544,1,310 ACC Riverside EB,0,310,1,1,30.222917,-97.766932,South Congress Bay B,False
3291,14,350 ACC Riverside SB,1,350,1,1,30.299909,-97.712142,4328 Airport/Crestwood,False
5229,1,383 North Lamar Transit Center SB,1,383,1,1,30.480562,-97.786668,Lakeline Station Bay H,False
5552,7,801 Tech Ridge Park & Ride NB,0,801,1,1,30.222941,-97.76628,South Congress Station Bay J,True
5849,7,803 Westgate Transit Center SB,1,803,1,1,30.354217,-97.732117,Northcross Station (SB),True
1193,40,7 William Cannon SB,0,7,1,1,30.231874,-97.737285,2310 Parker/Oltorf,False
3217,15,333 Thaxton EB,1,333,1,1,30.204892,-97.840165,3709 Eskew/Croftwood,False
1078,8,323 Northcross WB,0,323,1,1,30.35279,-97.72362,1700 Anderson/Wooten Park,False
1925,22,30 Westgate Transit Center SB,1,30,1,1,30.339599,-97.755793,5758 Balcones/Hart,False
1662,43,10 Southpark Meadows SB,0,10,1,1,30.244384,-97.757865,2001 S 1st/Live Oak,False
6528,11,1 William Cannon SB,0,1,1,1,30.382313,-97.686338,Braker Station (SB),False
2338,8,311 ACC RIVERSIDE EB,1,311,1,1,30.225819,-97.803849,5012 West Gate/Jones,False
5478,17,318 Thaxton EB,0,318,1,1,30.201795,-97.81873,7408 West Gate/Grennock,False
977,6,345 Hancock Center EB,1,345,1,1,30.31298,-97.736887,909 45th/Lamar,False
1631,10,837 Downtown SB,0,837,1,1,30.298358,-97.687017,51st/Manor SB (Manor/51st),True
6321,6,318 Westgate Transit Center WB,1,318,1,1,30.167111,-97.783798,149 Slaughter/35,False
1253,43,7 Airport/Highland NB,1,7,1,1,30.283104,-97.73391,2031 San Jacinto/21st,False
3261,2,135 Tech Ridge Park & Ride NB,0,135,1,1,30.26848,-97.69626,1135 Airport/Goodwin,False
1558,26,10 Norwood Transit Center NB,1,10,1,1,30.238061,-97.762106,2701 S 1st/Cumberland,False
1195,16,310 S. Congress Transit Center WB,1,310,1,1,30.227504,-97.740505,2718 Parker/Royal Hill,False
3260,14,350 North Lamar Transit Center NB,0,350,1,1,30.26537,-97.69532,1123 Airport/Springdale,False
773,9,300 Crestview Station NB,1,300,1,1,30.247279,-97.774278,2201 Lamar/Kinney,False
5992,21,18 Exposition WB,1,18,1,1,30.280545,-97.737318,112 Martin Luther King Jr/Congress,False
5594,16,333 Thaxton EB,1,333,1,1,30.203863,-97.838309,3508 Eskew/Leafield,False
6461,13,4 Shady EB,1,4,1,1,30.264972,-97.729337,1225 7th/Attayac,False
6317,4,315 S. Congress Transit Center EB,0,315,1,1,30.236059,-97.838517,5411 290 Hwy/Monterey Oaks,False
1970,27,5 Northcross WB,1,5,1,1,30.270962,-97.752215,842 6th/Wood,False
1194,41,7 William Cannon SB,0,7,1,1,30.229929,-97.738557,2504 Parker/Braxton,False
1080,9,323 Northcross WB,0,323,1,1,30.35401,-97.72622,Anderson/Mullen,False
5796,15,350 ACC Riverside SB,1,350,1,1,30.297973,-97.709321,4300 Airport/Wilshire,False
5496,15,2 EASTSIDE BUS PLAZA SB,0,2,1,1,30.269995,-97.731193,904 11th/Branch,False
4362,19,311 Westgate Transit Center WB,0,311,1,1,30.20039,-97.766394,812 Stassney/IH 35,False
5357,14,801 Southpark Meadows SB,1,801,1,1,30.298051,-97.741261,31st Street Station (SB),True
1559,27,10 Norwood Transit Center NB,1,10,1,1,30.239949,-97.760859,2529 S 1st/Herndon,False
4650,23,30 Westgate Transit Center SB,1,30,1,1,30.33696,-97.75756,Balcones/Northland,False
2339,9,311 ACC RIVERSIDE EB,1,311,1,1,30.223145,-97.805582,5306 West Gate/Indio,False
4509,36,337 Mopac WB,0,337,1,1,30.326578,-97.726875,820 Koenig/Lamar,False
1349,7,800 Slaughter SB,1,800,1,1,30.259748,-97.709736,7th Street SB (Pleasant Valley/7th),True
5857,12,1 William Cannon SB,0,1,1,1,30.380367,-97.687401,Chinatown Station (SB),False
2349,18,318 Thaxton EB,0,318,1,1,30.199404,-97.822116,7700 West Gate/Goldbridge,False
6279,11,335 Exposition WB,0,335,1,1,30.298718,-97.729583,413 38th/Duval,False
1663,44,10 Southpark Meadows SB,0,10,1,1,30.242264,-97.759614,2324 S 1st/Oltorf,False
2176,3,315 Oak Hill WB,1,315,1,1,30.228181,-97.778886,1228 Ben White/Banister,False
2065,17,322 Hancock Center NB,1,322,1,1,30.2777,-97.72068,Chicon/17th,False
555,15,333 Oak Hill WB,0,333,1,1,30.191773,-97.774139,412 William Cannon/North Bluff,False
1220,4,800 Mueller NB,0,800,1,1,30.188891,-97.74529,Village Square NB (Pleasant Valley/Village Square),True
974,19,5 Tannehill EB,0,5,1,1,30.318547,-97.736463,1143 49th/Grover,False
3281,10,323 Northcross WB,0,323,1,1,30.354997,-97.728269,2114 Anderson/Hardy,False
6327,7,318 Westgate Transit Center WB,1,318,1,1,30.167294,-97.789084,132 Slaughter/Congress,False
5614,10,325 Norwood Transit Center SB,0,325,1,1,30.403297,-97.700246,12026 Metric/Bittern,False
2260,10,300 Crestview Station NB,1,300,1,1,30.248024,-97.771014,Oltorf West Station (NB),False
4325,17,310 S. Congress Transit Center WB,1,310,1,1,30.224895,-97.742138,3004 Parker/Timber Ridge,False
978,7,345 Hancock Center EB,1,345,1,1,30.310607,-97.732618,507 45th/Guadalupe,False
866,5,837 Decker NB,1,837,1,1,30.27751,-97.735397,Medical School NB (Trinity/17th),True
3261,15,350 North Lamar Transit Center NB,0,350,1,1,30.26848,-97.69626,1135 Airport/Goodwin,False
3491,44,7 Airport/Highland NB,1,7,1,1,30.28555,-97.733531,UT Stadium NB (San Jacinto/23rd),False
6446,5,315 S. Congress Transit Center EB,0,315,1,1,30.236071,-97.835177,5328 290 Hwy/290,False
1195,42,7 William Cannon SB,0,7,1,1,30.227504,-97.740505,2718 Parker/Royal Hill,False
3262,3,135 Tech Ridge Park & Ride NB,0,135,1,1,30.27388,-97.697907,Oak Springs NB (Airport/Oak Springs),False
2066,18,322 Hancock Center NB,1,322,1,1,30.279657,-97.721116,1817 Chicon/Martin Luther King,False
1034,17,20 Springdale NB,0,20,1,1,30.246505,-97.731969,1600 Riverside/Summit,False
5424,28,5 Northcross WB,1,5,1,1,30.27219,-97.753539,601 Lamar/6th,False
3220,17,333 Thaxton EB,1,333,1,1,30.206736,-97.834965,7613 Brodie/Harpers Ferry,False
1560,28,10 Norwood Transit Center NB,1,10,1,1,30.24193,-97.759656,2401 S 1st/Oltorf,False
5994,19,318 Thaxton EB,0,318,1,1,30.198861,-97.82689,8004 West Gate/Ranch,False
4364,20,311 Westgate Transit Center WB,0,311,1,1,30.202351,-97.770825,Stassney/Mira,False
1664,45,10 Southpark Meadows SB,0,10,1,1,30.239928,-97.761138,2522 S 1st/Herndon,False
1160,34,324 Highland EB,0,324,1,1,30.328491,-97.713603,105 Highland Mall/Jonathan,False
556,16,333 Oak Hill WB,0,333,1,1,30.192971,-97.777955,110 William Cannon/Circle S,False
979,8,345 Hancock Center EB,1,345,1,1,30.309535,-97.730392,301 45th/Avenue C,False
5610,14,4 Shady EB,1,4,1,1,30.263763,-97.725888,1601 7th/Comal,False
4521,20,5 Tannehill EB,0,5,1,1,30.317273,-97.735369,4800 Sunshine (Criss Cole Rehab),False
3147,12,325 Tech Ridge Park & Ride NB,1,325,1,1,30.361759,-97.694423,400 Rundberg/Slayton,False
1222,5,800 Mueller NB,0,800,1,1,30.193732,-97.744558,Dove Springs NB (Pleasant Valley/Stassney),True
1927,24,30 Westgate Transit Center SB,1,30,1,1,30.332659,-97.7597,3313 Hancock/Balcones,False
2751,11,325 Norwood Transit Center SB,0,325,1,1,30.400818,-97.703014,ACC Northridge,False
5498,8,803 Domain NB,0,803,1,1,30.265454,-97.752098,Seaholm Station (NB),True
6479,8,318 Westgate Transit Center WB,1,318,1,1,30.167797,-97.79335,305 Slaughter/Alice Mae,False
6382,16,2 EASTSIDE BUS PLAZA SB,0,2,1,1,30.271094,-97.734976,608 11th/Red River,False
2067,19,322 Hancock Center NB,1,322,1,1,30.28212,-97.721643,2103 Chicon/21st,False
6531,16,350 ACC Riverside SB,1,350,1,1,30.291604,-97.707379,4001 Airport/Antone,False
5849,11,323 Northcross WB,0,323,1,1,30.354217,-97.732117,Northcross Station (SB),False
6277,12,335 Exposition WB,0,335,1,1,30.300733,-97.733816,104 38th/Speedway,False
591,28,1 Tech Ridge Park & Ride NB,1,1,1,1,30.275587,-97.742558,Capitol Station (NB),False
4323,18,310 S. Congress Transit Center WB,1,310,1,1,30.22216,-97.742228,3300 Parker/Timber Ridge,False
5473,20,318 Thaxton EB,0,318,1,1,30.196581,-97.829043,8204 West Gate/Linnet,False
2177,4,315 Oak Hill WB,1,315,1,1,30.228725,-97.783791,Ben White/Clawson,False
5916,14,383 Lakeline Station NB,0,383,1,1,30.391198,-97.739283,10001 Stonelake/Capital of Texas,False
4325,43,7 William Cannon SB,0,7,1,1,30.224895,-97.742138,3004 Parker/Timber Ridge,False
501,22,18 Exposition WB,1,18,1,1,30.278962,-97.742708,Guadalupe/16th Street,False
3169,17,333 Oak Hill WB,0,333,1,1,30.193894,-97.780466,200 William Cannon/Starstreak,False
1928,25,30 Westgate Transit Center SB,1,30,1,1,30.331464,-97.75715,Hancock/Valley Oak,False
5567,4,135 Tech Ridge Park & Ride NB,0,135,1,1,30.277589,-97.700657,1215 Airport/12th,False
5979,9,345 Hancock Center EB,1,345,1,1,30.308071,-97.727271,201 45th/Avenue F,False
5968,9,318 Westgate Transit Center WB,1,318,1,1,30.169519,-97.795847,324 Slaughter/Francia,False
6516,8,800 Slaughter SB,1,800,1,1,30.25282,-97.713,Cesar Chavez SB (Pleasant Valley/Cesar Chavez),True
4223,10,311 ACC RIVERSIDE EB,1,311,1,1,30.218687,-97.805931,Stassney/Westgate,False
1561,29,10 Norwood Transit Center NB,1,10,1,1,30.244369,-97.757657,2201 S 1st/Live Oak,False
5356,12,325 Norwood Transit Center SB,0,325,1,1,30.397885,-97.704866,Metric/Gracy Farms,False
4275,21,311 Westgate Transit Center WB,0,311,1,1,30.205173,-97.7751,118 Stassney/Congress,False
3262,16,350 North Lamar Transit Center NB,0,350,1,1,30.27388,-97.697907,Oak Springs NB (Airport/Oak Springs),False
5877,21,5 Tannehill EB,0,5,1,1,30.315713,-97.736377,Sunshine Station (SB),False
5995,29,5 Northcross WB,1,5,1,1,30.275304,-97.752067,1005 Lamar/10th,False
1256,45,7 Airport/Highland NB,1,7,1,1,30.288776,-97.734397,2525 San Jacinto/Dean Keeton,False
5926,11,837 Downtown SB,0,837,1,1,30.302693,-97.699868,Barbara Jordan SB (Berkman/Barbara Jordan),True
934,15,4 Shady EB,1,4,1,1,30.262511,-97.722327,Chicon/East 7th,False
6318,6,315 S. Congress Transit Center EB,0,315,1,1,30.235685,-97.828488,5107 290 Hwy/Staggerbrush,False
3221,18,333 Thaxton EB,1,333,1,1,30.211188,-97.831853,7201 Brodie/Convict Hill,False
4186,20,322 Hancock Center NB,1,322,1,1,30.284125,-97.721478,Dean Keeton/Lafayette,False
1666,46,10 Southpark Meadows SB,0,10,1,1,30.235098,-97.764161,3001 S 1st/Powell,False
4089,30,5 Northcross WB,1,5,1,1,30.276741,-97.751339,1117 Lamar/12th,False
5924,21,318 Thaxton EB,0,318,1,1,30.193687,-97.831489,West Gate/Piney Creek,False
5863,15,801 Southpark Meadows SB,1,801,1,1,30.291085,-97.741379,UT Dean Keeton Station (SB),True
593,29,1 Tech Ridge Park & Ride NB,1,1,1,1,30.277383,-97.741894,Lavaca/15th,False
5568,17,350 North Lamar Transit Center NB,0,350,1,1,30.27541,-97.698904,1181 Airport/Oak Springs,False
5555,13,1 William Cannon SB,0,1,1,1,30.374311,-97.690809,10503 Lamar/Meadows,False
5711,2,310 ACC Riverside EB,0,310,1,1,30.219246,-97.757736,525 Ben White/Terry O,False
2169,19,310 S. Congress Transit Center WB,1,310,1,1,30.219261,-97.743912,Woodward/Parker SW Corner,False
3109,11,311 ACC RIVERSIDE EB,1,311,1,1,30.21814,-97.80326,2313 Stassney/Fernview,False
1246,18,20 Springdale NB,0,20,1,1,30.249906,-97.738594,1000 East Riverside/Travis Heights,False
3293,17,350 ACC Riverside SB,1,350,1,1,30.288136,-97.707262,3822 Airport/38th Half,False
1929,26,30 Westgate Transit Center SB,1,30,1,1,30.329566,-97.753292,Hancock/West Frances Place,False
3170,18,333 Oak Hill WB,0,333,1,1,30.19479,-97.78349,William Cannon/Sunstrip,False
4919,10,345 Hancock Center EB,1,345,1,1,30.306867,-97.724157,507 45th/Duval,False
4494,4,30 NORTHCROSS NB,0,30,1,1,30.258478,-97.811286,2701 Walsh Tarlton/Capital of Texas,False
4323,44,7 William Cannon SB,0,7,1,1,30.22216,-97.742228,3300 Parker/Timber Ridge,False
5413,2,383 North Lamar Transit Center SB,1,383,1,1,30.480141,-97.797375,Lakeline/North Lake Creek,False
2568,13,325 Norwood Transit Center SB,0,325,1,1,30.39488,-97.706822,11510 Metric/Stonehollow,False
5940,30,1 Tech Ridge Park & Ride NB,1,1,1,1,30.278834,-97.741358,1609 Lavaca/17th (Midblock),False
243,23,18 Exposition WB,1,18,1,1,30.278966,-97.746339,Rio Grande/15th,False
5837,22,318 Thaxton EB,0,318,1,1,30.191273,-97.833432,8800 West Gate/Davis,False
6407,10,318 Westgate Transit Center WB,1,318,1,1,30.172829,-97.799722,603 Slaughter/1st,False
3148,13,325 Tech Ridge Park & Ride NB,1,325,1,1,30.363939,-97.698486,832 Rundberg/Lamar,False
3223,19,333 Thaxton EB,1,333,1,1,30.213229,-97.829481,3421 William Cannon/Brodie,False
758,23,3 Arboretum NB,1,3,1,1,30.219059,-97.794998,5309 Menchaca/Fair Oaks,False
3016,15,383 Lakeline Station NB,0,383,1,1,30.393703,-97.743884,10050 Great Hills/Research,False
3266,5,135 Tech Ridge Park & Ride NB,0,135,1,1,30.282339,-97.703722,1835 Airport/Martin Luther King,False
1667,47,10 Southpark Meadows SB,0,10,1,1,30.232131,-97.766035,3310 S 1st/Cardinal,False
3100,22,311 Westgate Transit Center WB,0,311,1,1,30.207126,-97.77859,Stassney/Hummingbird,False
1199,20,310 S. Congress Transit Center WB,1,310,1,1,30.217147,-97.744042,Woodward/Ben White NW Corner,False
4189,21,322 Hancock Center NB,1,322,1,1,30.285131,-97.717815,Cherrywood/Manor,False
935,16,4 Shady EB,1,4,1,1,30.261532,-97.718195,7th/Robert T Martinez Jr,False
1562,30,10 Norwood Transit Center NB,1,10,1,1,30.247241,-97.755836,1801 S 1st/Annie,False
5567,18,350 North Lamar Transit Center NB,0,350,1,1,30.277589,-97.700657,1215 Airport/12th,False
5851,12,323 Northcross WB,0,323,1,1,30.354986,-97.73617,7719 Northcross/Foster,False
1257,46,7 Airport/Highland NB,1,7,1,1,30.292127,-97.733917,Duval/Bellevue,False
3295,18,350 ACC Riverside SB,1,350,1,1,30.285561,-97.706075,2204 Airport/Manor,False
1930,27,30 Westgate Transit Center SB,1,30,1,1,30.32806,-97.75024,2825 Hancock/Fresco,False
4528,22,5 Tannehill EB,0,5,1,1,30.311348,-97.73919,4316 Lamar/43rd,False
5350,13,335 Exposition WB,0,335,1,1,30.303402,-97.739012,38th/Guadalupe,False
6293,12,837 Downtown SB,0,837,1,1,30.296149,-97.700385,Simond SB (Berkman/Simond),True
6490,6,800 Mueller NB,0,800,1,1,30.204087,-97.741937,Franklin Park NB (Pleasant Valley/St Elmo),True
3491,6,837 Decker NB,1,837,1,1,30.28555,-97.733531,UT Stadium NB (San Jacinto/23rd),True
4398,19,333 Oak Hill WB,0,333,1,1,30.196488,-97.786118,William Cannon/Bill Hughes,False
6309,11,7 Crestview Station NB,1,7,1,1,30.197276,-97.744457,4509 Teri/Pleasant Valley,False
3149,14,325 Tech Ridge Park & Ride NB,1,325,1,1,30.364972,-97.700675,Rundberg/Mearns Meadow,False
1258,47,7 Airport/Highland NB,1,7,1,1,30.293384,-97.733108,Duval/32nd,False
1931,28,30 Westgate Transit Center SB,1,30,1,1,30.327267,-97.749435,Bull Creek/Hancock,False
4156,31,5 Northcross WB,1,5,1,1,30.283337,-97.751717,1801 Lamar/Martin Luther King,False
2569,14,325 Norwood Transit Center SB,0,325,1,1,30.391795,-97.708785,11212 Metric/Braker,False
3296,19,350 ACC Riverside SB,1,350,1,1,30.282694,-97.704222,1900 Airport/Martin Luther King,False
5839,23,318 Thaxton EB,0,318,1,1,30.187372,-97.836128,West Gate/Cohoba,False
4191,6,135 Tech Ridge Park & Ride NB,0,135,1,1,30.28546,-97.705723,2201 Airport/Manor,False
5849,16,3 Southpark Meadows SB,0,3,1,1,30.354217,-97.732117,Northcross Station (SB),False
3110,12,311 ACC RIVERSIDE EB,1,311,1,1,30.216159,-97.799017,2035 Stassney /Mencheca (Ns),False
1750,7,315 S. Congress Transit Center EB,0,315,1,1,30.233365,-97.82142,US 290/Mopac (Walmart),False
6377,5,315 Oak Hill WB,1,315,1,1,30.231527,-97.791606,Westgate Transit Center - E,False
2726,16,383 Lakeline Station NB,0,383,1,1,30.394273,-97.748666,9828 Great Hills/Research,False
5281,1,392 Kramer Station WB,1,392,1,1,30.418296,-97.668868,Tech Ridge Bay G,False
2169,45,7 William Cannon SB,0,7,1,1,30.219261,-97.743912,Woodward/Parker SW Corner,False
497,16,801 Southpark Meadows SB,1,801,1,1,30.286231,-97.741771,UT West Mall Station (SB),True
5868,9,803 Domain NB,0,803,1,1,30.266218,-97.746056,Republic Square Station (NB),True
4024,19,20 Springdale NB,0,20,1,1,30.253005,-97.742945,504 Riverside/Newning,False
2863,22,322 Hancock Center NB,1,322,1,1,30.28781,-97.716078,Cherrywood/Edgewood,False
3224,20,333 Thaxton EB,1,333,1,1,30.210944,-97.82455,3207 William Cannon/Stagecoach,False
5858,14,1 William Cannon SB,0,1,1,1,30.370933,-97.692733,Masterson Station (SB),False
3172,20,333 Oak Hill WB,0,333,1,1,30.197385,-97.788022,William Cannon/1st,False
4529,11,345 Hancock Center EB,1,345,1,1,30.304397,-97.718869,915 45th/Red River,False
6444,3,310 ACC Riverside EB,0,310,1,1,30.215852,-97.752945,Ben White & SB I-35,False
5416,11,318 Westgate Transit Center WB,1,318,1,1,30.174173,-97.804467,Slaughter/Simonetti,False
4065,31,10 Norwood Transit Center NB,1,10,1,1,30.250218,-97.754785,1500 S 1st/Elizabeth,False
936,17,4 Shady EB,1,4,1,1,30.260851,-97.713904,2425 7th/Pedernales,False
4277,23,311 Westgate Transit Center WB,0,311,1,1,30.208997,-97.782366,720 Stassney/1st,False
4831,23,5 Tannehill EB,0,5,1,1,30.308074,-97.74137,Rosedale Station (SB),False
5351,14,335 Exposition WB,0,335,1,1,30.304699,-97.741778,West 38th Station (NB),False
1932,29,30 Westgate Transit Center SB,1,30,1,1,30.324792,-97.750945,4748 Bull Creek/49th,False
5937,17,2 EASTSIDE BUS PLAZA SB,0,2,1,1,30.269914,-97.741869,104 8th/Congress,False
1669,48,10 Southpark Meadows SB,0,10,1,1,30.22738,-97.769059,3818 S 1st/Ben White,False
1199,46,7 William Cannon SB,0,7,1,1,30.217147,-97.744042,Woodward/Ben White NW Corner,False
4235,6,315 Oak Hill WB,1,315,1,1,30.230638,-97.788524,2020 Ben White/Menchaca,False
3266,19,350 North Lamar Transit Center NB,0,350,1,1,30.282339,-97.703722,1835 Airport/Martin Luther King,False
1259,48,7 Airport/Highland NB,1,7,1,1,30.29591,-97.73149,Duval/Harris,False
4436,21,333 Thaxton EB,1,333,1,1,30.209995,-97.822172,3101 William Cannon/Ranch,False
3804,17,383 Lakeline Station NB,0,383,1,1,30.395978,-97.749877,10201 Jollyville/Great Hills,False
3766,12,318 Westgate Transit Center WB,1,318,1,1,30.174142,-97.806358,818 Slaughter/Palace,False
4225,13,311 ACC RIVERSIDE EB,1,311,1,1,30.214594,-97.79633,1821 Stassney/Menchaca (FS),False
1933,30,30 Westgate Transit Center SB,1,30,1,1,30.323211,-97.75192,4700 Bull Creek/Perry,False
6291,13,837 Downtown SB,0,837,1,1,30.290214,-97.699019,Mueller Tower Station SB (Berkman/Tom Miller),True
937,18,4 Shady EB,1,4,1,1,30.260533,-97.711831,2621 7th/Calles,False
1353,9,800 Slaughter SB,1,800,1,1,30.2422,-97.717511,Roy G Guerrero SB (Pleasant Valley/Lakeshore),True
4154,32,5 Northcross WB,1,5,1,1,30.288405,-97.752709,2327 Lamar/24th,False
6517,3,383 North Lamar Transit Center SB,1,383,1,1,30.478246,-97.805568,9999 Lakeline/N 183 Hwy SB,False
3150,15,325 Tech Ridge Park & Ride NB,1,325,1,1,30.36657,-97.70404,1130 Rundberg/Quail Wood,False
1685,21,333 Oak Hill WB,0,333,1,1,30.198565,-97.790913,William Cannon/Cooper,False
6313,12,7 Crestview Station NB,1,7,1,1,30.200146,-97.749038,2303 Teri/Spruce,False
1671,49,10 Southpark Meadows SB,0,10,1,1,30.225333,-97.770328,4104 S 1st/Ben White,False
3297,20,350 ACC Riverside SB,1,350,1,1,30.279033,-97.701939,1400 Airport/14th Half,False
1249,20,20 Springdale NB,0,20,1,1,30.255868,-97.74546,150 Riverside/Congress,False
5854,13,323 Northcross WB,0,323,1,1,30.357183,-97.733456,2535 Anderson/Northcross,False
809,15,335 Exposition WB,0,335,1,1,30.305686,-97.743879,38th/Medical Pkwy,False
3324,8,271 Grove WB,0,271,1,1,30.1988,-97.642815,3518 Bill Price/FM 973,False
1511,24,18 Exposition WB,1,18,1,1,30.283102,-97.758934,Enfield/Pease,False
5259,4,310 ACC Riverside EB,0,310,1,1,30.215568,-97.748582,Ben White/Governors Row,False
3112,14,311 ACC RIVERSIDE EB,1,311,1,1,30.213644,-97.794264,1701 Stassney/Rose Hill,False
5978,24,5 Tannehill EB,0,5,1,1,30.304705,-97.743531,3706 Lamar/38th,False
4231,7,315 Oak Hill WB,1,315,1,1,30.231055,-97.792199,Pack Saddle Pass/Ben White,False
2933,13,318 Westgate Transit Center WB,1,318,1,1,30.174099,-97.809607,Slaughter/United Kingdom,False
2183,6,30 NORTHCROSS NB,0,30,1,1,30.266527,-97.806082,1701 Walsh Tarlton/Thousand Oaks,False
938,19,4 Shady EB,1,4,1,1,30.260049,-97.709665,2789 7th/Pleasant Valley,False
4318,47,7 William Cannon SB,0,7,1,1,30.214641,-97.744698,Woodward/Ben White SW Corner,False
2086,16,335 Exposition WB,0,335,1,1,30.306256,-97.745209,38th/Bailey,False
4542,15,1 William Cannon SB,0,1,1,1,30.367568,-97.694603,9800 Lamar/Longspur,False
1564,32,10 Norwood Transit Center NB,1,10,1,1,30.253611,-97.75294,1001 S 1st/Copeland,False
4428,22,333 Thaxton EB,1,333,1,1,30.207901,-97.817777,William Cannon/Deaton Hill,False
4283,10,800 Slaughter SB,1,800,1,1,30.240131,-97.718817,Elmont SB (Pleasant Valley/Elmont),True
5734,15,325 Norwood Transit Center SB,0,325,1,1,30.386819,-97.711534,10700 Metric/Donley,False
4191,20,350 North Lamar Transit Center NB,0,350,1,1,30.28546,-97.705723,2201 Airport/Manor,False
2312,12,345 Hancock Center EB,1,345,1,1,30.30045,-97.716779,4120 IH 35/Clarkson,False
2530,16,325 Tech Ridge Park & Ride NB,1,325,1,1,30.36768,-97.70662,Rundberg/Parkfield,False
3102,24,311 Westgate Transit Center WB,0,311,1,1,30.210778,-97.786836,1026 Stassney/Emerald Forest,False
1260,49,7 Airport/Highland NB,1,7,1,1,30.298515,-97.729831,3717 Duval/38th,False
2864,23,322 Hancock Center NB,1,322,1,1,30.29149,-97.71368,3719 Cherrywood/38th Half,False
1686,22,333 Oak Hill WB,0,333,1,1,30.199334,-97.793354,William Cannon/Emerald Forest,False
2913,25,5 Tannehill EB,0,5,1,1,30.30282,-97.744768,3400 Lamar/34th,False
4044,14,300 Crestview Station NB,1,300,1,1,30.239387,-97.754655,121 Oltorf/Euclid (HEB),False
1746,8,315 Oak Hill WB,1,315,1,1,30.230411,-97.793637,2222 Western Trails/Pack Saddle,False
4317,48,7 William Cannon SB,0,7,1,1,30.213561,-97.745855,4120 Freidrich/Woodward,False
1513,25,18 Exposition WB,1,18,1,1,30.28462,-97.761717,1728 Enfield/Hartford,False
3806,18,383 Lakeline Station NB,0,383,1,1,30.400576,-97.748014,4815 Braker/Jollyville,False
3298,21,350 ACC Riverside SB,1,350,1,1,30.276489,-97.700213,1198 Airport/12th,False
2606,10,803 Domain NB,0,803,1,1,30.27042,-97.74444,Austin History Center Station (NB),True
1042,31,1 Tech Ridge Park & Ride NB,1,1,1,1,30.285754,-97.74162,2231 Guadalupe/West Mall UT,False
5918,7,135 Tech Ridge Park & Ride NB,0,135,1,1,30.29844,-97.709294,4300 Airport/Aldrich,False
6334,24,318 Thaxton EB,0,318,1,1,30.179113,-97.840995,3010 Slaughter/West Gate,False
3226,23,333 Thaxton EB,1,333,1,1,30.207197,-97.815778,2701 William Cannon/West Gate,False
5938,18,2 EASTSIDE BUS PLAZA SB,0,2,1,1,30.270613,-97.744215,216 8th/Lavaca,False
